,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
1545,La Baracca, 1577 ,False,False,False,False,False,True,False,False,False
1546,Sushi2500, 2500 ,False,True,False,False,False,False,False,False,False
1547,MD Thai, 2300 ,False,False,False,True,False,False,False,False,False
1548,Boltens Food Court, 1123 ,False,False,False,False,False,False,False,False,False
1549,Wanthanas Thai Kichen, 2300 ,False,False,False,False,False,False,False,False,False
1550,Bo-Bi Bar, 1115 ,False,False,False,False,False,False,False,False,False
1551,Deep, ,False,False,False,False,False,False,False,False,False
1552,Dia'legd Olbar, 1655 ,False,False,False,False,False,False,False,False,False
1553,Peter Beier Chokolade A/S, 1264 ,False,False,False,False,False,False,False,False,False
1554,Bar Rye, 1209 ,False,False,False,False,False,False,False,False,False
1555,Mikropolis, 1363 ,False,False,False,False,False,False,False,False,False
1556,Sing Tehus, 1208 ,False,False,False,False,False,False,False,False,False
1557,Lomos Food Shop, 1000 ,False,False,False,False,False,False,False,False,False
1558,Huset med det Gronne Trae, ,False,False,False,False,False,False,False,False,False
1559,Vaertshuset Pinden, V ,False,False,False,False,False,False,False,False,False
1560,Isted Grill, 1650 ,False,False,False,False,False,False,False,False,False
1561,Pizzaria Cavallino, 2300 ,True,False,False,False,False,True,False,False,False
1562,Lillians Smorresbord, 1552 ,False,False,False,False,False,False,False,False,False
1563,Undici, 1403 ,False,False,False,False,False,True,False,False,False
1564,Rumbles Sydhavn, 2450 ,False,False,False,False,False,False,False,False,False
1565,Smag, ,False,False,False,False,False,False,False,False,False
1566,Peter Beier Chokolade, 1620 ,False,False,False,False,False,False,False,False,False
1567,Little Italy Pizza, 1552 ,True,False,False,False,False,True,False,False,False
1568,Kihoskh, ,False,False,False,False,True,False,False,False,False
1569,Gourmandiet, 2100 ,False,False,False,False,False,False,False,False,True
1570,Fætter Fætter, 2200 ,False,False,False,False,False,False,False,False,False
1571,Godtfolk, 1553 ,False,False,False,False,False,False,False,False,False
1572,Bar 25, 1067 ,False,False,False,False,False,False,False,False,False
1573,Restaurant Omar, 2200 ,False,False,False,False,False,False,False,False,False
1574,Cafe Salonen, 1453 ,False,False,False,False,True,False,False,False,False
1575,Iboo's Pizza & Pakistansk Takeaway, 1552 ,False,False,False,False,False,False,True,False,False
1576,Kanagawa Sushi, 1620 ,False,False,False,False,False,False,False,False,False
1577,Eiffel Bar, ,False,False,False,False,False,False,False,False,False
1578,Plant Power Food, 2200 ,False,False,False,False,False,False,False,False,False
1579,Orsted Olbar, 1364 ,False,False,False,False,False,False,False,False,False
1580,Forketta, 2200 ,False,False,True,False,True,True,False,False,False
1581,Mad Cafeen, 1668 ,False,False,False,False,True,True,False,False,False
1582,Croissant'en, 1360 ,False,False,False,False,True,False,False,False,False
1583,kruts karport, ,False,False,False,False,False,False,False,False,False
1584,Teglkroen, 1452 ,False,False,False,False,False,False,False,False,False
1585,Nabo, 1408 ,False,False,False,False,False,False,False,False,False
1586,Nonsolo Pizza, ,True,False,False,False,False,True,False,False,False
1587,Hav2Go Torvehallerne, 1362 ,False,False,True,False,False,False,False,False,False
1588,Kellermans Café, 2450 ,False,False,False,False,True,False,False,False,True
1589,Den Lille Gule, 1460 ,False,False,False,False,False,False,False,False,False
1590,Vinbodegaen Nørrebro, 2200 ,False,False,False,False,False,False,False,False,False
1591,Veggie Heroes, ,False,False,False,False,False,False,False,False,False
1592,Café Grabow, 1208 ,False,False,False,False,False,False,False,False,False
1593,Olsnedkeren, ,False,False,False,False,False,False,False,False,False
1594,Ferment, 1455 ,False,False,False,False,False,False,False,False,False
1595,Reinh. van Hauen Store Kongensgade, 1264 ,False,False,False,False,False,False,False,False,False
1596,Wrap House, 1650 ,False,False,False,False,False,False,False,False,False
1597,Kennedy's Irish Bar, 1610 ,False,False,False,False,False,False,False,False,False
1598,Savana Cafe og Restaurant, ,False,False,False,False,False,False,False,False,False
1599,Fabro, 1300 ,False,False,False,False,False,False,False,False,False
1600,Bar Uno, ,True,False,False,False,False,True,False,False,False
1601,Fredco's Deli, 1107 ,False,False,False,False,False,False,False,False,False
1602,Restaurant Menu'en, 2300 ,False,False,False,False,False,False,False,False,False
1603,Suphan Thai Takeaway, ,False,False,False,True,False,False,False,False,False
1604,CaféLoppen, 1407 ,False,False,False,True,False,False,False,False,False
1605,Vita Boost Torvehallerne, 1361 ,False,False,False,False,False,False,False,False,False
1606,Pizzeria Luca, 1202 ,False,False,False,False,False,True,False,False,False
1607,The Packhouse, 1414 ,False,False,False,False,True,False,False,False,False
1608,Cafe Baryl, 2100 ,False,False,False,False,False,False,False,False,False
1609,Hafnia Bar, 1110 ,False,False,False,False,True,False,False,False,False
1610,Urten, 1454 ,False,False,False,False,False,False,False,False,False
1611,Spisehuset, 1715 ,False,False,False,False,False,False,False,False,False
1612,WOK Christianshavn, 1400 ,False,False,False,True,False,False,False,False,False
1613,O Tempo, 2720 ,False,False,False,False,False,False,False,False,False
1614,Honen & Aegget, 2100 ,False,False,False,False,True,False,False,False,False
1615,Mega Bar, 1459 ,False,False,False,False,False,False,False,False,False
1616,Domhusets Smørrebrød, 1458 ,False,False,False,False,False,False,False,False,False
1617,Charlie Bistro, 1208 ,False,False,False,False,False,False,False,False,False
1618,GONZO Café og Spisested, 2200 ,False,False,False,False,True,False,False,False,False
1619,Det simrer, 2100 ,False,False,False,False,False,False,False,False,False
1620,Restaurant Salon, 1260 ,False,False,False,False,False,False,False,False,False
1621,Restaurant Ibu, 1620 ,False,False,False,False,False,False,False,False,False
1622,1105 Cocktail Bar, 1105 ,False,False,False,False,False,False,False,False,False
1623,Tjili Pop, 2200 ,False,False,False,False,False,False,False,False,False
1624,Cafe Klods Hans, 1051 ,False,False,False,False,True,False,False,False,False
1625,Mother Wine, 1117 ,False,False,False,False,False,True,False,False,False
1626,Ma Poule, 1362 ,False,False,False,False,False,False,False,False,False
1627,Fiskekutteren HM800 Jammerbugt - Thorupstrand Fisk, ,False,False,True,False,False,False,False,False,False
1628,The Vietnamese, 1264 ,False,False,False,False,False,False,False,False,False
1629,Vandkunsten sandwich og salat, 1466 ,False,False,False,False,False,False,False,False,False
1630,Taverna Kreta, 2200 ,False,False,False,False,False,False,False,False,False
1631,Rufino Osteria, 1401 ,False,False,False,False,False,True,False,False,False
1632,Formatcph, ,False,False,False,False,False,False,False,False,False
1633,Bar'Vin, ,False,False,False,False,False,False,False,False,False
1634,Ølbaren, 2200 ,False,False,False,False,False,False,False,False,False
1635,Selfish Take Away, ,False,True,True,False,False,False,False,False,False
1636,Da Aldo Pizzeria, 1363 ,True,False,False,False,False,True,False,False,False
1637,Pizza Huset, 1123 ,True,False,False,False,False,True,False,False,False
1638,Harrys Place, 2200 ,False,False,False,False,False,False,False,False,False
1639,Cafe Royal, 1611 ,False,False,False,False,False,False,False,False,False
1640,Hooked, 1700 ,False,False,True,False,False,False,False,False,False
1641,Hope Organic, 1454 ,False,False,False,False,False,False,False,False,False
1642,Balthazar Champagne Bar, ,False,False,False,False,False,False,False,False,False
1643,Noho, 1711 ,False,False,False,False,False,False,False,False,False
1644,Pizza Time, 1264 ,True,False,False,False,False,True,False,False,False
1645,Cafe Langebro, 2300 ,False,False,False,False,False,False,False,False,False
1646,Gronsagen, 1407 ,False,False,False,False,False,False,False,False,False
1647,Duck It, 1436 ,False,False,False,False,False,False,False,False,False
1648,PUBLIC - The Italian Social Dining Bar, 1700 ,False,False,False,False,False,True,False,False,False
1649,Ristorante Cafe Leo, 1307 ,True,False,False,False,False,True,False,False,False
1650,Restaurant Taller, ,False,False,False,False,False,False,False,False,False
1651,Voraz Bar & Café, 1208 ,False,False,False,False,True,False,False,False,False
1652,Le Petit i Torvehallerne, 1360 ,False,False,False,False,False,False,False,False,False
1653,Blue Bike Café, 1307 ,False,False,False,False,True,False,False,False,False
1654,Hot Pot Republic, 1620 ,False,False,False,False,False,False,False,False,False
1655,Kopan Rice, 1361 ,False,False,False,False,False,False,False,False,False
1656,Nærvær, 1401 ,False,False,True,False,False,False,False,False,False
1657,WOK Vesterbro, 1620 ,False,False,False,True,False,False,False,False,False
1658,Cube Bar, 2620 ,False,False,False,False,False,False,False,False,False
1659,Behov, 2450 ,True,False,False,False,False,True,False,False,False
1660,Restaurant D'Angleterre, 1050 ,False,False,False,False,False,False,False,False,False
1661,Barril, 1653 ,False,False,False,False,False,True,False,False,False
1662,Hidden Dimsum, 1450 ,False,False,False,False,False,False,False,False,False
1663,Beyzade, ,False,False,False,False,False,False,False,False,False
1664,Restaurant Kareten, 2300 ,False,False,False,False,False,False,False,False,False
1665,Lazio, 2720 ,True,False,False,False,False,True,False,False,False
1666,Italo Disco, 1663 ,False,False,False,False,False,True,False,False,False
1667,Wining & Dining, 1154 ,False,False,False,False,False,False,False,False,False
1668,Sushi Lovers Torvehallerne, 1362 ,False,True,True,False,False,False,False,False,False
1669,FEDTEGREVEN BistroBodega, 1110 ,False,False,False,False,False,False,False,False,False
1670,Midori - Izakaya and Greenery, 1107 ,False,False,False,False,False,False,False,False,False
1671,Cafe Toldboden, ,False,False,True,False,False,False,False,False,False
1672,Nha Trang, 2200 ,False,False,False,False,False,False,False,False,False
1673,Broens Gadekøkken, 1401 ,False,False,False,False,False,False,False,False,False
1674,Restaurant Gilleleje, 1051 ,False,False,False,False,False,False,False,False,False
1675,restaurant Naert, 1112 ,False,False,False,False,False,False,False,False,False
1676,Sticks’n’Sushi, 1577 ,False,True,False,False,False,False,False,False,False
1677,Cafe & Ølhalle 1892, 1362 ,False,False,False,False,False,False,False,False,False
1678,Lidkoeb, 1620 ,False,False,False,False,False,False,False,False,False
1679,B'india, 2100 ,False,False,False,False,False,False,True,False,False
1680,Café Gavlen, 2200 ,False,False,False,False,True,False,False,False,False
1681,Cafe Feel Good, 1364 ,False,False,False,False,True,False,False,False,False
1682,Tony's Pizzeria, ,True,False,False,False,False,True,False,False,False
1683,simpleRAW, 1154 ,False,False,False,False,False,False,False,False,False
1684,Restauarant Dada, 1172 ,False,False,False,False,False,False,False,False,False
1685,Ma'ed, ,False,False,False,False,False,False,False,False,False
1686,Tapa del Toro, 1362 ,False,False,False,False,False,False,False,False,False
1687,K-bar, 1061 ,False,False,False,False,False,False,False,False,False
1688,Anarki, 1900 ,False,False,False,False,False,False,False,False,False
1689,The Fat Pike, 2300 ,False,False,True,False,False,False,False,False,False
1690,Restaurant Alouette, 2300 ,False,False,False,False,False,False,False,False,False
1691,Restaurant Godt, 1123 ,False,False,False,False,False,False,False,False,False
1692,Ristorante La Buca degli Artisti, 2720 ,False,False,False,False,False,True,False,False,False
1693,Bastards, 1609 ,False,False,False,False,False,False,False,False,False
1694,Khmer Cuisine, 1264 ,False,False,False,False,False,False,False,False,False
1695,Ris8, 1620 ,False,False,False,False,False,True,False,False,False
1696,Admiralgade 26, ,False,False,False,False,False,False,False,False,False
1697,Meatpacking District Food, ,False,False,False,False,False,False,False,False,False
1698,Scurry Hub, 1171 ,False,False,False,True,False,False,False,False,False
1699,Restaurationen, 1116 ,False,False,False,False,False,False,False,False,False
1700,Brus, 2200 ,False,False,False,False,False,False,False,False,False
1701,Ellas, ,False,False,False,False,False,False,False,False,False
1702,Den Gule Cottage, 2930 ,False,False,False,False,False,False,False,False,False
1703,Je t'aime, 1721 ,False,False,False,False,False,False,False,False,False
1704,Restaurant Wilhelm, 1068 ,False,False,False,False,False,True,False,False,False
1705,Nyboders Køkken, 1300 ,False,False,False,False,False,False,False,False,False
1706,Mad & Kaffe, ,False,False,False,False,True,False,False,False,False
1707,Altopalato, 2900 ,False,False,False,False,False,True,False,False,False
1708,Voulez Vous, 1454 ,False,False,False,False,True,False,False,False,False
1709,Il Grappolo Blu, 1606 ,False,False,False,False,False,True,False,False,False
1710,Madenitaly, 1057 ,True,False,False,False,False,True,False,False,False
1711,Duck and Cover, ,False,False,False,False,False,False,False,False,False
1712,Restaurant CLOU, 2100 ,False,False,False,False,False,False,False,False,False
1713,Døp, ,False,False,False,False,False,False,False,False,False
1714,Coq en Pate, 2100 ,False,False,False,False,False,False,False,False,False
1715,Vinvaerten Gothersgade, 1123 ,False,False,False,False,False,False,False,False,False
1716,Veve, 2100 ,False,False,False,False,False,False,False,False,False
1717,SSAM Korean Food Bar, 1652 ,False,False,False,False,False,False,False,False,False
1718,Lumskebugten, ,False,False,False,False,False,False,False,False,False
