,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
1158,Poonchai Thai Restaurant, 1650 ,False,False,False,True,False,False,False,False,False
1159,Al-Diwan, 1620 ,False,False,False,False,False,False,True,False,False
1160,Nimb Brasserie, 1577 ,False,False,False,False,False,False,False,False,False
1161,Ristorante L’Appetito, 1606 ,True,False,False,False,False,True,False,False,False
1162,Floras Cafe & Steakhouse, 1620 ,False,False,False,False,False,False,False,False,True
1163,Baan Thai Isarn, 1706 ,False,False,False,True,False,False,False,False,False
1164,Thai Pan, 2200 ,False,False,False,True,False,False,False,False,False
1165,Oscar Bar Cafe, ,False,False,False,False,True,False,False,False,False
1166,Cock's & Cows Gl. Strand, 1202 ,False,False,False,False,False,False,False,False,False
1167,Restaurant SULT, 1120 ,False,False,False,False,False,False,False,False,False
1168,Les Trois Cochons, 1619 ,False,False,False,False,False,False,False,False,False
1169,Restaurant Jacobsen, 1175 ,False,False,False,False,False,False,False,False,False
1170,Peder Oxe, 1154 ,False,False,False,False,False,False,False,False,False
1171,Restaurant Fridas, 1610 ,False,False,False,False,False,False,False,False,False
1172,Huks Fluks, 1154 ,False,False,False,False,False,False,False,False,False
1173,Dalle Valle, 5000 ,False,False,False,False,False,False,False,False,False
1174,Restaurant Diamond Rice, 1260 ,False,False,True,False,False,False,False,False,False
1175,The South Indian Vesterbro, 1620 ,False,False,False,False,False,False,True,False,False
1176,Restaurant Gorilla, 1711 ,False,False,False,False,False,False,False,False,False
1177,Søren K, 1221 ,False,False,False,False,False,False,False,False,False
1178,A.C. Perch's Thehandel, 1114 ,False,False,False,False,True,False,False,False,False
1179,Restaurant Rebel, 1264 ,False,False,False,False,False,False,False,False,False
1180,Pastis, 1123 ,False,False,False,False,False,False,False,False,False
1181,Madklubben Grill Copenhagen, 1112 ,False,False,False,False,False,False,False,False,True
1182,Restaurant Sahil, 1058 ,False,False,False,False,False,False,True,False,False
1183,Restaurant Uma, 1364 ,False,True,True,False,False,False,False,False,False
1184,Karma Sushi Nyhavn, 1051 ,False,True,False,False,False,False,False,False,False
1185,L'éducation Nationale, 1454 ,False,False,False,False,False,False,False,False,False
1186,Frk. Barners Kaelder, 1653 ,False,False,False,False,False,False,False,False,False
1187,Café Victor, 1101 ,False,False,False,False,True,False,False,False,False
1188,Barburrito, 1159 ,False,False,False,False,False,False,False,False,False
1189,Cafe Munk, 1364 ,False,False,False,False,False,False,True,False,False
1190,SPIS, 1201 ,False,False,False,False,False,False,False,False,False
1191,Relæ, 2200 ,False,False,False,False,False,False,False,False,False
1192,Grillen Nørrebro Burger Bar, 2200 ,False,False,False,False,False,False,False,False,False
1193,Kystens Perle, 2770 ,False,False,False,False,False,False,False,False,False
1194,Halifax Østerbro, 2100 ,False,False,False,False,False,False,False,False,False
1195,Fishmarket, 1103 ,False,False,True,False,False,False,False,False,False
1196,Tarnet Restaurant, 1218 ,False,False,False,False,False,False,False,False,False
1197,Madklubben Vesterbro, 1620 ,False,False,False,False,False,False,False,False,False
1198,Restaurant Flammen Kobenhavn HCA, 1553 ,False,False,False,False,False,False,False,False,False
1199,The Market Asian Kitchen & Bar, 1106 ,False,True,False,False,False,False,False,False,False
1200,Hyttefadet, 1051 ,False,False,False,False,False,False,False,False,False
1201,Restaurant Pilekælderen, 1112 ,False,False,False,False,False,False,False,False,False
1202,Cock's & Cows SP34, 1453 ,False,False,False,False,False,False,False,False,False
1203,BollyFood, 1716 ,False,False,False,False,False,False,True,False,False
1204,La Vecchia Signora, ,True,False,False,False,False,True,False,False,False
1205,Cafe Oscar, 1264 ,False,False,False,False,True,False,False,False,False
1206,Restaurant Havfruen, 1051 ,False,False,True,False,False,False,False,False,False
1207,Apropos - Cafe & Restaurant, 1700 ,False,False,False,False,True,False,False,False,False
1208,Tivolihallen, ,False,False,False,False,False,False,False,False,False
1209,Scarpetta, ,False,False,False,False,False,True,False,False,False
1210,Cafe Sorgenfri, 1211 ,False,False,False,False,False,False,False,False,False
1211,Heering Restaurant and Bistro, 1051 ,False,False,False,False,False,False,False,False,False
1212,Restaurant BASALT, 2300 ,False,False,False,False,False,False,False,False,False
1213,Musling Bistro, 1361 ,False,False,True,False,False,False,False,False,False
1214,Pluto, ,False,False,False,False,False,False,False,False,False
1215,Pintxos, 1366 ,False,False,False,False,False,False,False,False,False
1216,Laundromat Cafe, ,False,False,False,False,True,False,False,False,False
1217,Restaurant Brdr. Price, 1130 ,False,False,False,False,False,False,False,False,False
1218,Madklubben Bistro De Luxe, 1264 ,False,False,False,False,False,False,False,False,False
1219,Axelborg Bodega, 1609 ,False,False,False,False,False,False,False,False,False
1220,Royal Smushi Cafe, 1160 ,False,False,False,False,True,False,False,False,False
1221,FAMO, 1662 ,False,False,False,False,False,True,False,False,False
1222,Retour Steak Vesterbro, 1614 ,False,False,False,False,False,False,False,False,True
1223,Københavner Cafeen, 1209 ,False,False,False,False,False,False,False,False,False
1224,Amadeus, ,False,False,False,False,False,False,False,False,False
1225,Hviids Vinstue, 1050 ,False,False,False,False,False,False,False,False,False
1226,Norrebro Bryghus, 2200 ,False,False,False,False,False,False,False,False,False
1227,Restaurant l'Alsace, 1101 ,False,False,True,False,False,False,False,False,False
1228,Spuntino, ,False,False,False,False,False,True,False,False,False
1229,RizRaz, 1169 ,False,False,False,False,False,False,False,False,False
1230,Ida Davidsen, 1264 ,False,False,False,False,False,False,False,False,False
1231,Det lille Apotek, 1169 ,False,False,False,False,False,False,False,False,False
1232,Restaurant Vita, ,False,False,False,False,False,False,False,False,False
1233,SALT bar & restaurant, 1253 ,False,False,False,False,False,False,False,False,False
1234,Ristorante La Rocca, 1363 ,False,False,False,False,False,True,False,False,False
1235,Kodbyens Fiskebar, 1711 ,False,False,True,False,False,False,False,False,False
1236,Restaurant no. 2, 1402 ,False,False,False,False,False,False,False,False,False
1237,Gitte Kik, 1065 ,False,False,False,False,False,False,False,False,False
1238,Restaurant HUMMER, 1051 ,False,False,True,False,False,False,False,False,False
1239,Restaurant Zeleste, 1051 ,False,False,True,False,False,False,False,False,False
1240,Skindbuksen, 1074 ,False,False,False,False,False,False,False,False,False
1241,Restaurant Barr, 1401 ,False,False,False,False,False,False,False,False,False
1242,Mon Amour, 1159 ,False,False,False,False,False,False,False,False,False
1243,MASH, 1260 ,False,False,False,False,False,False,False,False,True
1244,BrewPub København, 1456 ,False,False,False,False,False,False,False,False,False
1245,Neighbourhood, 1650 ,True,False,False,False,False,True,False,False,False
1246,Cafe Wilder, 1408 ,False,False,False,False,True,False,False,False,False
1247,Atlas bar, ,False,False,False,False,False,False,False,False,False
1248,Riz Raz, 1208 ,False,False,False,False,False,False,False,False,False
1249,Cafe Petersborg, 1260 ,False,False,False,False,False,False,False,False,False
1250,Café Delfinen, 2000 ,False,False,False,False,False,False,False,False,False
1251,The Union Kitchen, 1255 ,False,False,False,False,False,False,False,False,False
1252,Retour Steak, 1101 ,False,False,False,False,False,False,False,False,True
1253,Cafe Hyggestuen, 2000 ,False,False,False,False,False,False,False,False,False
1254,Bistro Boheme, 1263 ,False,False,False,False,False,False,False,False,False
1255,Oysters & Grill, 2200 ,False,False,True,False,False,False,False,False,False
1256,Piccolino Pizzeria & Sandwichbar, 2000 ,True,False,False,False,False,False,False,False,False
1257,Pate pate, 1716 ,False,False,False,False,False,False,False,False,False
1258,Taarnet, 1218 ,False,False,False,False,False,False,False,False,False
1259,Cafe Katz, 1220 ,False,False,False,False,True,False,False,False,False
1260,Llama Restaurante & Bar, 1074 ,False,False,False,False,False,False,False,False,False
1261,Bella Italia, 1879 ,False,False,False,False,False,False,False,False,False
1262,Fisk & Faerdigt, 1879 ,False,False,False,False,False,False,False,False,False
1263,Dark Waiter, 2000 ,False,False,False,False,False,False,False,False,False
1264,Ristorante Italiano, 1171 ,True,False,False,False,False,True,False,False,False
1265,Restaurant Kanalen, 1403 ,False,False,False,False,False,False,False,False,False
1266,Mit Lille Kokken, 2000 ,False,False,False,False,False,False,False,False,False
1267,Opera Cafe, 2000 ,False,False,False,False,False,True,False,False,False
1268,Aroii Thai Takeaway, 1871 ,False,False,False,True,False,False,False,False,False
1269,Classic Pizza Frederiksberg C, 2000 ,True,False,False,False,False,True,False,False,False
1270,Bangkok, 2000 ,False,False,False,True,False,False,False,False,False
1271,90'eren, ,False,False,False,False,False,False,False,False,False
1272,Viben Fiskehus, 1819 ,False,False,False,False,False,False,False,False,False
1273,Det Rene Brød, 2000 ,False,False,False,False,False,False,False,False,False
1274,Petit Pate, 2000 ,False,False,False,False,False,False,False,False,False
1275,Wedofood, 1700 ,False,False,False,False,False,False,False,False,False
1276,Bodenhoff, 2000 ,False,False,False,False,False,False,False,False,False
1277,Izumi Frederiksberg, 1850 ,False,False,False,False,False,False,False,False,False
1278,Ramen To Biiru, 1674 ,False,False,False,False,False,False,False,False,False
1279,Wok King, 2000 ,False,False,False,False,False,False,False,False,False
1280,MASH Frederiksberg, 1850 ,False,False,False,False,False,False,False,False,True
1281,Jasmin Corner, 2000 ,False,False,False,True,False,False,False,False,False
1282,Bartof, 2000 ,False,False,False,False,True,False,False,False,False
1283,Restaurant India, 1950 ,False,False,False,False,False,False,True,False,False
1284,Omakase, 1800 ,False,True,False,False,False,False,False,False,False
1285,Nagoya, 1900 ,False,False,False,False,False,False,False,False,False
1286,Genki sushi, 2000 ,False,True,False,False,False,False,False,False,False
1287,Bistro Panpan, 2000 ,False,False,False,False,False,False,False,False,False
1288,Lundgren V.I.P. Frederiksberg, 2000 ,False,False,False,False,False,True,False,False,False
1289,Hos Trine og Christian, 2000 ,False,False,False,False,False,False,False,False,False
1290,Dinner Sushi, 1879 ,False,True,False,False,False,False,False,False,False
1291,Restaurant Frokosten, 1850 ,False,False,False,False,False,False,False,False,False
1292,Poco Picante, 1879 ,False,False,False,False,False,False,False,False,False
1293,Rialto grill, 2000 ,False,False,False,False,False,False,False,False,False
1294,Restaurant Pilekroen, 2000 ,False,False,False,False,False,False,False,False,False
1295,Bjælkehuset, 2500 ,False,False,False,False,False,False,False,False,False
1296,Restaurant Frksbrg, 2000 ,False,False,False,False,False,False,False,False,False
1297,London Pub, 2000 ,False,False,False,False,False,False,False,False,False
1298,Cafe Kitchenette, 1879 ,False,False,False,False,True,False,False,False,False
1299,Granola, 1819 ,False,False,False,False,True,False,False,False,False
1300,Krøgers Familiehave , 2000 ,False,False,False,False,False,False,False,False,False
1301,Deligreco, 1850 ,False,False,False,False,False,False,False,False,False
1302,Ristorante Fabio, 2000 ,False,False,False,False,False,True,False,False,False
1303,La Fiesta Mexicana, 1820 ,False,False,False,False,False,False,False,False,False
1304,Hansens Gamle Familiehave, 2000 ,False,False,False,False,False,False,False,False,False
1305,Halifax Frederiksberg, 2000 ,False,False,False,False,False,False,False,False,False
1306,Sokkelund Cafe & Brasserie, 2000 ,False,False,False,False,True,False,False,False,True
1307,Kaktus, 1630 ,False,False,False,False,False,False,False,False,False
1308,Rouge Oysters, 1610 ,False,False,False,False,False,False,False,False,False
1309,Salonen, 2100 ,False,False,False,False,False,False,False,False,False
1310,Mint By India Royale, 1620 ,False,False,False,False,False,False,True,False,False
1311,Café Danasia, 2500 ,False,False,False,False,False,False,False,False,False
1312,Marrakesh Kitchen, ,False,False,False,False,False,False,False,False,False
1313,The Bar, 1051 ,False,False,False,False,False,False,False,False,False
1314,La Cipa Pizzaria, 2100 ,False,False,False,False,False,False,False,False,False
1315,Smeralda Copenhagen, 2200 ,False,False,False,False,False,True,False,False,False
1316,Yan Yan Restaurant, 1361 ,False,False,False,False,False,False,False,False,False
1317,Ninja Tapas, ,False,True,False,False,False,False,False,False,False
1318,Pizza Central, 1650 ,False,False,False,False,False,False,False,False,False
1319,Riccos Kaffebar Magasin du Nord, ,False,False,False,False,False,False,False,False,False
1320,Rebel Food, 1700 ,False,False,False,False,False,False,False,False,False
1321,Il Tagliere, 1370 ,False,False,False,False,False,True,False,False,False
1322,Cafe Engholmen, 2450 ,False,False,False,False,False,False,False,False,False
1323,Donna Wood, 1051 ,False,False,False,False,False,False,False,False,False
1324,Restaurant Napa, 1601 ,False,False,False,False,False,False,False,False,False
1325,Pizzaria Cavallino, 2100 ,False,False,False,False,False,False,False,False,False
1326,Mokkariet - Odensegade, 2100 ,False,False,False,False,False,False,False,False,False
1327,Karens Minde Kulturhus, ,False,False,False,False,False,False,False,False,False
1328,Poonchai Thai Restaurant, 2300 ,False,False,False,False,False,False,False,False,False
1329,Café Gæst, 2200 ,False,False,False,False,False,False,False,False,False
1330,Grabs Deli, 1107 ,False,False,False,False,False,False,False,False,False
1331,Gastronomia Candido, ,False,False,False,False,False,True,False,False,False
1332,Lagkagehuset, 2100 ,False,False,False,False,False,False,False,False,False
1333,Fitnesso, 2000 ,False,False,False,False,False,False,False,False,False
1334,Kabys, 1366 ,False,False,False,False,False,False,False,False,False
1335,Her Er Ro Pub, ,False,False,False,False,False,False,False,False,False
1336,Restaurant Skipperkroen, ,False,False,False,False,False,False,False,False,False
1337,Phago, 2200 ,False,False,False,False,False,False,False,False,False
1338,Baguette Company, 1130 ,True,False,False,False,False,True,False,False,False
1339,Us Sandwich APS, 1620 ,False,False,False,False,False,False,False,False,False
1340,D.D. Thai Take Away, 1665 ,False,False,False,False,False,False,False,False,False
1341,Kaffe K, 1123 ,False,False,False,False,True,False,False,False,False
1342,Ostehjornet, ,False,False,False,False,False,False,False,False,False
1343,Rbabarrab Ølbar, 1720 ,False,False,False,False,False,False,False,False,False
1344,Det Grønne Køkken, 2000 ,False,False,False,False,False,False,False,False,False
1345,Madore, 1366 ,False,False,False,False,False,False,False,False,False
1346,Klai's, ,False,False,False,False,False,False,False,False,False
1347,Scamorza, 2100 ,False,False,False,False,False,True,False,False,False
1348,Grabz, 1107 ,False,False,False,False,False,False,False,False,False
1349,Aloha, 1123 ,False,False,False,False,False,False,False,False,False
1350,Basal, 2300 ,False,False,False,False,False,False,False,False,False
1351,MyPoké, 1001 ,False,False,False,False,False,False,False,False,False
1352,Borgerkroen, 1300 ,False,False,False,False,False,False,False,False,False
1353,Bryghus, ,False,False,False,False,False,False,False,False,False
1354,Restaurant Le Basilic., 1656 V ,False,False,False,False,False,False,False,False,False
1355,Paloma Vermut Cafe, 2200 ,False,False,False,False,True,False,False,False,False
1356,Alimentari, 2300 ,False,False,False,False,True,True,False,False,False
1357,Cravings - Cupcakes & Kager, 2200 ,False,False,False,False,True,False,False,False,False
1358,VeVe Bistro, 2200 ,False,False,False,False,False,False,False,False,False
1359,Hverdagen, 1700 ,False,False,False,False,False,False,False,False,False
1360,Peryton, 1302 ,False,False,False,False,False,False,False,False,False
1361,Bello e Buono, 2200 ,True,False,False,False,False,True,False,False,False
1362,Shamyat Halawiyat, 2300 ,False,False,False,False,True,False,False,False,False
1363,Paleo Waterfront Shopping, ,False,False,False,False,False,False,False,False,False
1364,Cafe Antique, 1370 ,False,False,False,False,False,False,False,False,False
1365,Quattro Stagioni, ,False,False,False,False,False,False,False,False,False
1366,Musik-conditoriet, ,False,False,False,False,True,False,False,False,False
1367,Kulinaris, ,False,False,False,False,False,False,False,False,False
1368,Lima by Mercedes, 1432 ,False,False,True,False,False,False,False,False,False
1369,Parc Ferme, 1304 ,False,False,False,False,False,False,False,False,False
1370,Kaelder 12, ,False,False,False,False,False,False,False,False,False
1371,Cafe Noura Antik, 1307 ,False,False,False,False,False,True,False,False,False
1372,The Spoon Company, 1436 ,False,False,False,False,False,False,False,False,False
1373,Restaurant India Vanlose, 2720 ,False,False,False,False,False,False,True,False,False
1374,Nimb Vinotek, 1577 ,False,False,False,False,False,False,False,False,False
1375,Kimchi, 1620 ,False,False,False,False,False,False,False,False,False
1376,Islands Brygge Wok, 2300 ,False,False,False,True,False,False,False,False,False
1377,Sticks ’n' Sushi, 2300 ,False,False,False,False,False,False,False,False,False
1378,Take'n Eat, 2200 ,False,False,False,False,False,False,False,False,False
1379,San Marzano, 2200 ,True,False,False,False,False,True,False,False,False
1380,Uganic, 1360 ,False,False,False,False,False,False,False,False,False
1381,Respect by Plant Power Food, 2100 ,False,False,False,False,True,False,False,False,False
1382,Koshari-Egyptisk Vegetarisk Street Food, 2200 ,False,False,False,False,False,False,False,False,False
1383,Royal bagel, 1151 ,False,False,False,False,False,False,False,False,False
1384,Mit Konditori, 2300 ,False,False,False,False,False,False,False,False,False
1385,Foodcorner, 2300 ,True,False,False,False,False,True,False,False,False
1386,Italian Trattoria and wine bar -The Food Collective, 1369 ,False,False,False,False,False,True,False,False,False
1387,Le Kaff, 1700 ,False,False,False,False,False,False,False,False,False
1388,Café Du Nord, 1652 ,False,False,False,False,False,False,False,False,False
1389,Altanen, 1610 ,False,False,False,False,False,False,False,False,False
1390,Rio Temakeria, 1001 ,False,False,True,False,False,False,False,False,False
1391,Café Georg, ,False,False,False,False,False,False,False,False,False
1392,Den Plettede Gris, ,False,False,False,False,False,False,False,False,False
1393,Hansens Ice Cream Copenhagen, 1264 ,False,False,False,False,True,False,False,False,False
1394,Spaghetti Martelli, 2100 ,False,False,False,False,False,True,False,False,False
1395,Restaurant stigs vinkaelder, 1550 ,False,False,False,False,False,False,False,False,False
1396,Kødbyens Høker, 1715 ,False,False,False,False,False,False,False,False,False
1397,Kaffekilden, 2200 ,False,False,False,False,False,False,False,False,False
1398,Kjær Sommerfeldt, 1117 ,False,False,False,False,False,False,False,False,False
1399,Viadukt Café & Restaurant, 2630 ,False,False,False,False,False,False,False,False,False
1400,La Vita Pizza Ristorante, 2100 ,False,False,False,False,False,False,False,False,False
1401,Rooty, 2300 ,False,False,False,False,True,False,False,False,False
1402,Rumbles, 2450 ,False,False,False,False,False,False,False,False,False
1403,Columbia Cophagen, 1620 ,False,False,False,False,False,False,False,False,False
1404,Kerne Pavillonen, 1610 ,False,False,False,False,False,False,False,False,False
1405,Y's café and cocktail, 1358 ,False,False,False,False,True,False,False,False,False
1406,Schwein und Bier, ,False,False,False,False,False,False,False,False,False
1407,Teatro del Gusto, 1057 ,False,False,False,False,False,False,False,False,False
1408,Sankt Nikolai, ,False,False,False,False,False,False,False,False,False
1409,Pizzeria Trattoria Vecchia Milano, ,False,False,False,False,False,True,False,False,False
1410,Oksen Bodega, 2770 ,False,False,False,False,False,False,False,False,False
1411,Kaffebaren Pa Amager, 2300 ,False,False,False,False,False,False,False,False,False
1412,Vandkunsten Sandwich Torvegade, 1400 ,False,False,False,False,False,False,False,False,False
1413,Tvermoesgaard Restaurant and Bar, 1174 ,False,False,False,False,False,False,False,False,False
1414,Nørreport Bodega, 1358 ,False,False,False,False,False,False,False,False,False
1415,Den Lykkelige Familie, 2300 ,False,False,False,False,False,False,False,False,False
1416,Indish, 2100 ,False,False,False,False,False,False,False,False,False
1417,Durum Bar Øst, 2100 ,False,False,False,False,False,False,False,False,False
1418,Espresso Huset, 1466 ,False,False,False,False,False,False,False,False,False
1419,Kolsters, 2200 ,False,False,False,False,False,False,False,False,False
1420,Café Nick, ,False,False,False,False,False,False,False,False,False
1421,"Løgismose Vin, Mad & Delikatesser", 1259 ,False,False,False,False,False,True,False,False,False
1422,Cantinos, 2400 ,True,False,False,False,False,False,False,False,False
1423,Jack's hole in a wall, 1162 ,False,False,False,False,False,True,False,False,False
1424,Meyers Bageri, 2100 ,False,False,False,False,False,False,False,False,False
1425,Glou Glou, 2200 ,False,False,False,False,False,False,False,False,False
1426,Kolonial Pizza, 2100 ,False,False,False,False,False,False,False,False,False
1427,Wok'N'Roll, 1467 ,False,False,False,False,False,False,False,False,False
1428,Kebabland II, 2300 ,False,False,False,False,False,False,False,False,False
1429,Cafe Snork, ,False,False,False,False,False,False,False,False,False
1430,Kaffekilden I Carlsberg Byen, 1799 ,False,False,False,False,False,False,False,False,False
1431,Bear Slice, 1454 ,False,False,False,False,False,False,False,False,False
1432,Paradis Købmagergade, 1150 ,False,False,False,False,False,False,False,False,False
1433,Restaurant Nyhavn 41, 1051 ,False,False,False,False,False,False,False,False,False
1434,Café Griffens, 2200 ,False,False,False,False,False,False,False,False,False
1435,Kinesisk Restaurant Yuan Hong, 2100 ,False,False,False,False,False,False,False,False,False
1436,Dhaba Reffen, ,False,False,False,False,False,False,True,False,False
1437,Southern Sushi, ,False,False,False,False,False,False,False,False,False
1438,Mood Food, ,False,False,False,False,False,False,False,False,False
1439,Rallys, 2450 ,False,False,False,False,False,False,False,False,False
1440,Ambassadeur, 1674 ,False,False,False,False,False,False,False,False,False
1441,Monellies, ,False,False,False,False,True,False,False,False,False
1442,The Tipsy Mermaid, 1058 ,False,False,False,False,False,False,False,False,False
1443,CASA MIA, 2200 ,False,False,False,False,False,True,False,False,False
1444,The Sixteen Twelve, 2200 ,False,False,False,False,True,False,False,False,False
1445,Il Gusto Giusto, 2100 ,True,False,False,False,False,True,False,False,False
1446,Kongens Hytte, 1307 ,False,False,False,False,False,False,False,False,False
1447,Pizzeria Massimo, 1364 ,True,False,False,False,False,True,False,False,False
1448,The Noodle Box, 1650 ,False,False,False,False,False,False,False,False,False
1449,FORSYNINGEN - Mad & Drikke, 1751 ,False,False,False,False,False,False,False,False,False
1450,Angelini, 1577 ,True,False,False,False,False,True,False,False,True
1451,Govindas, 1635 ,False,False,False,False,False,False,False,False,False
1452,Tryk Bar ApS, ,False,False,False,False,False,False,False,False,False
1453,Cafe North & Indian Cuisine, 1174 ,False,False,False,False,True,False,True,False,False
1454,Two Monkeys, 1123 ,False,False,False,False,False,False,False,False,False
1455,LETZ SUSHI STORE KONGENSGADE, 1264 ,False,True,True,False,False,False,False,False,False
1456,Taj Diner, 1620 ,False,False,False,False,False,False,False,False,False
1457,Cafe Globen, ,True,False,False,False,False,False,False,False,False
1458,Plads’N, 2200 ,True,False,False,False,False,False,False,False,False
1459,Winterspring, 1255 ,False,False,False,False,False,False,False,False,False
1460,Alanya Kebab, 2200 ,False,False,False,False,False,True,False,False,False
1461,Boulevarden, 2300 ,False,False,False,False,False,False,False,False,False
1462,Petrol Cafe, 1650 ,False,False,False,False,True,False,False,False,False
1463,Café Nutid, 1453 ,False,False,False,False,True,False,False,False,False
1464,Weltkuglen, 1123 ,False,False,False,False,False,False,False,False,False
1465,Gasoline Grill, 1401 ,False,False,False,False,False,False,False,False,False
1466,French Chicken, 2500 ,False,False,False,False,False,False,False,False,False
1467,La Sardegna, 2300 ,True,False,False,False,False,True,False,False,False
1468,L & V Café, 1366 ,False,False,False,False,False,True,False,False,False
1469,Absalon, 1720 ,False,False,False,False,False,False,False,False,False
1470,Restaurant Værksted 1751, 1751 ,False,False,False,False,False,False,False,False,False
1471,Graesk Smag, 1620 ,False,False,False,False,False,False,False,False,False
1472,Beat Café, 1670 ,False,False,False,False,True,False,False,False,False
1473,Que Pasa, 2720 ,False,False,False,False,False,False,False,False,False
1474,Marco Polo Restaurant, ,False,False,False,False,False,False,False,False,False
1475,Restaurant Metier, 2100 ,False,False,False,False,False,False,False,False,False
1476,Boy's Shawarma & Kylling, 1650 ,False,False,False,False,False,False,False,False,False
1477,Kaffedepartementet, 2400 ,False,False,False,False,False,False,False,False,False
1478,Sunday Munday, 1360 ,False,False,False,False,False,False,False,False,False
1479,La Tradizionale Pizzeria, ,True,False,False,False,False,True,False,False,False
1480,Svaneke Is, ,False,False,False,False,False,False,False,False,False
1481,Desserthuset, 1360 ,False,False,False,False,True,False,False,False,False
1482,Charlie Scotts Bar, 1159 ,False,False,False,False,False,False,False,False,False
1483,1+1 Street Kitchen, 1674 ,False,False,False,False,False,False,False,False,False
1484,Taim Restaurant, 1354 ,False,False,False,False,False,False,False,False,False
1485,Le Coin, ,False,False,False,False,False,False,False,False,False
1486,Storehouse, 2100 ,False,False,False,False,True,False,False,False,False
1487,"El Patrón, Tacos By Armando", 1620 ,False,False,False,False,False,False,False,False,False
1488,Louises Fiskebar, 1552 ,False,False,True,False,False,False,False,False,False
1489,Taste of Taiwan Bubble Tea, 2200 ,False,False,False,False,True,False,False,False,False
1490,Herkules Pavillonen, 1307 ,False,False,False,False,False,False,False,False,False
1491,DAC& CAFE, 1473 ,False,False,False,False,True,False,False,False,False
1492,Bojesen, ,False,False,False,False,False,False,False,False,False
1493,Hvitfeldt Kaffe, 1173 ,False,False,False,False,False,False,False,False,False
1494,Gaza Grill, 2200 ,False,False,False,False,False,False,False,False,False
1495,pasta house, 2300 ,False,False,False,False,False,True,False,False,False
1496,Novel Café, ,False,False,False,False,True,False,False,False,False
1497,& Rudolph, 2100 ,False,False,False,False,False,False,False,False,False
1498,Brødflov, ,False,False,False,False,False,False,False,False,False
1499,Djuus Copenhagen, 2100 ,False,False,False,False,False,False,False,False,False
1500,just-A-winebar, 2150 ,False,False,False,False,False,False,False,False,False
1501,Lille Bakery, 1432 ,False,False,False,False,False,False,False,False,False
1502,Durum Bar Nørrebro, 2200 ,False,False,False,False,False,False,False,False,False
1503,Cafe Christianshavn, 1416 ,False,False,False,False,True,False,False,False,False
1504,The Bird & Kissmeyer, 1603 ,False,False,False,False,False,False,False,False,False
1505,Souvlaki Stories, 1307 ,False,False,False,False,False,False,False,False,False
1506,Go Sushi, 2400 ,False,True,False,False,False,False,False,False,False
1507,EggSperience, 1640 ,False,False,False,False,False,True,False,False,False
1508,Mokkariet - Istedgade, 1650 ,False,False,False,False,True,False,False,False,False
1509,Moi, 1620 ,False,False,False,False,False,False,False,False,False
1510,California Kitchen, 1620 ,False,False,False,False,False,False,False,False,False
1511,H15, 1700 ,False,False,False,False,False,False,False,False,False
1512,Kaf, 2200 ,False,False,False,False,False,False,False,False,False
1513,Indian Swaad, 1174 ,False,False,False,False,False,False,True,False,False
1514,Royal cuisine, 2100 ,False,False,True,False,False,False,False,False,False
1515,Maui, 2200 ,False,False,True,False,False,False,False,False,False
1516,Broaden & Build, 1432 ,False,False,False,False,False,False,False,False,False
1517,Le Kaff, 2300 ,False,False,False,False,False,False,False,False,False
1518,H3 Fiskerestaurant, ,False,False,True,False,False,False,False,False,False
1519,Glød, 1304 ,False,False,False,False,False,False,False,False,False
1520,Motto Bar & Trattoria, 1620 ,False,False,False,False,False,True,False,False,False
1521,Bonden og Adelen, 1104 ,False,False,False,False,False,False,False,False,False
1522,Froken Sandwich, ,False,False,False,False,False,False,False,False,False
1523,Døp, ,False,False,False,False,False,False,False,False,False
1524,Mikkeller Baghaven, 1432 ,False,False,False,False,False,False,False,False,False
1525,Omegn, 1360 ,False,False,False,False,False,False,False,False,False
1526,Olufs, 2100 ,False,False,False,False,False,False,False,False,False
1527,Barkowski, 1364 ,False,False,False,False,False,False,False,False,False
1528,Chai Shai, ,False,False,False,False,False,False,False,False,False
1529,Måltid, ,False,False,False,False,False,False,False,False,False
1530,Classic Pizza Magasin, 1095 ,True,False,False,False,False,False,False,False,False
1531,Drop Inn, ,False,False,False,False,False,False,False,False,False
1532,Izumi Vesterbro, 1620 ,False,True,True,False,False,False,False,False,False
1533,PzNordic, 1123 ,True,False,False,False,True,True,False,False,False
1534,Hav Torvehallerne, 1362 ,False,False,False,False,False,False,False,False,False
1535,Bagerdygtigt, 1650 ,False,False,False,False,True,False,False,False,False
1536,Ritas Smørrebrød, 2200 ,False,False,False,False,False,False,False,False,False
1537,Kiin Kiin Street at WestMarket, 1620 ,False,False,False,True,False,False,False,False,False
1538,Cafe Marzano, 2100 ,False,False,False,False,False,True,False,False,False
1539,Terroiristen, 2200 ,False,False,False,False,False,True,False,False,False
1540,Hallernes smørrebrød, 1577 ,False,False,False,False,False,False,False,False,False
1541,Cholon by Lâm Lê, 1057 ,False,False,False,False,True,False,False,False,False
1542,Gravy, 2100 ,False,False,False,False,False,False,False,False,False
1543,Restaurant Barshu, 2300 ,False,False,False,False,False,False,False,False,False
1544,Sofie Kaelderen, 1415 ,False,False,False,False,False,False,False,False,False
