God pris,Mad,Restaurant,Service,Stemning,Location,Number of reviews,Price class,Main rating,Ranking on list,Price range,Type of food,Address,Type of food link
40,40,Magasasa,35,40,"55.66367,12.601171",61,--$$-$$$---------,"3,5",1192,NaN,Asiatisk,"Amagerbrogade 44, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-zfz10665-Copenhagen_Zealand.html"">Vegetarvenlig</a></div>"
35,35,Mamma Mokka extra,25,,"55.67352,12.56866",21,--$$-$$$---,"4,0",1216,NaN,Café,"Tivoli Gardens, København 1620 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
,,Restaurant Nyhavn 41,,,"55.68007,12.5908",9,---,"4,5",1230,NaN,Europæisk,"Nyhavn 41, København 1051 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
35,35,OL OG Grill,35,,"55.679863,12.590944",39,--$$-$$$---,"3,5",1231,NaN,Bar,"Nyhavn 43, København 1051 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Pub</div>"
,,Bryggen 89,,,"55.660717,12.562662",17,------------,"4,0",1213,NaN,Europæisk,"Havneholmen 5 Fisketorvet – Copenhagen Mall, København 1561 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c37-Copenhagen_Zealand.html"">Steakhouse</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Brød,,,"55.66659,12.54498",5,---,"5,0",1207,NaN,Café,"Enghave Plads, København 1670 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
30,30,Brasserie du Nord,30,,"55.67925,12.585181",25,--$$-$$$---,"3,5",1222,NaN,Dansk,"Kongens Nytorv 13 Magasin, København 1095 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
30,35,Nyhavns Hereford House,35,40,"55.679905,12.590854",207,--$$-$$$---,"3,5",1211,NaN,Dansk,"Nyhavn 41, København 1051 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
30,40,Condesa Bar &amp; Spiseri,30,30,"55.67782,12.580863",62,--$$-$$$---------,"3,5",1219,2.682,Latinamerikansk,"Ved Stranden 18, København 1061 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c29-Copenhagen_Zealand.html"">Mexicansk</a>, <a href=""/Restaurants-g189541-c10639-Copenhagen_Zealand.html"">Latinamerikansk</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
,,Ditto,,,"55.68305,12.58684",16,,"4,0",1209,NaN,NaN,"Store Kongensgade 44, København Danmark",NaN
,,Cafetid,,,"55.67227,12.55763",5,,"5,0",1202,NaN,NaN,"Viktoriagade 3 Street, København 1655 Danmark",NaN
30,35,XO Burgers and Steaks,35,35,"55.675743,12.563859",425,--$$-$$$---------,"3,5",1225,NaN,Amerikansk,"Axeltorv 3, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c37-Copenhagen_Zealand.html"">Steakhouse</a>, <a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
30,35,LêLê Street Kitchen // Fisketorvet,35,,"55.662724,12.562097",57,--$$-$$$---------,"3,5",1206,249,Asiatisk,"Kalvebod Brygge 59 Fisketorvet Shopping Center, København 1560 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a>, <a href=""/Restaurants-g189541-c41-Copenhagen_Zealand.html"">Vietnamesisk</a></div>"
30,35,Il Gabbiano,35,,"55.69557,12.600073",41,--$$-$$$------,"3,5",1226,NaN,Italiensk,"Langeliniekaj 5, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a></div>"
40,45,No. 4 Ny Nordisk Tapas &amp; Vinbar,40,45,"55.686897,12.562051",46,--$$-$$$------,"3,5",1215,NaN,Europæisk,"Peblinge Dossering 4, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
30,30,The Market Italian,40,,"55.680267,12.582029",20,--$$-$$$---,"3,5",1217,295,Italiensk,"Kristen Bernikows Gade 9/11, København 1105 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
35,40,Café Mambo,40,,"55.675007,12.571814",118,--$$-$$$,"3,5",1214,NaN,Bar,"Vester Voldgade 85, København 1552 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Bar, Pub</div>"
30,35,Kiin Kiin To Go,35,,"55.66485,12.6145",37,--$$-$$$,"3,5",1220,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Serbiensgade 5, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Southern Sushi,,,"55.68235,12.55005",12,--$$-$$$,"4,5",1221,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","H.C orstedvej 50D, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Nordisk Falafel,,,"55.7027,12.583732",10,--$$-$$$------,"4,0",1208,127,Dansk,"Nordre Frihavnsgade 55, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, <a href=""/Restaurants-g189541-c30-Copenhagen_Zealand.html"">Mellemøstlig</a>, Dansk</div>"
,,Bodega 54 V/Andreas Pfeif,,,"55.66871,12.55662",10,,"4,0",1212,NaN,NaN,"Halmtorvet 54 1700 Kopenhamn, København Danmark",NaN
,,Café Griffens,,,"55.68945,12.555403",7,--$---,"4,5",1229,54,Dansk,"Griffenfeldsgade 4, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
45,45,Mood Food,45,,"55.66887,12.54893",11,--$,"4,5",1210,101,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Valdemarsgade, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
,,Dhaba Reffen,,,"55.693813,12.60811",6,---,"4,5",1227,NaN,Indisk,"Reffen, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c24-Copenhagen_Zealand.html"">Indisk</a></div>"
,,Karma Sushi - Trianglen,,,"55.699512,12.576757",23,--$$$$---,"3,5",1218,503,Sushi,"Trianglen 4, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
,,Kinesisk Restaurant Yuan Hong,,,"55.71311,12.57376",7,,"4,5",1228,NaN,NaN,"Landskronagade 23, København 2100 Danmark",NaN
,,Rallys,,,"55.64844,12.53251",7,,"4,5",1206,NaN,NaN,"Mozartsvej 9, København 2450 Danmark",NaN
35,40,Sukuri Sushi,40,,"55.64691,12.549851",19,--$$-$$$---,"4,0",1224,NaN,Sushi,"Sluseholmen 34, København 2450 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a></div>"
40,40,Iki Sushi Ndr. Frihavnsgade,40,,"55.70228,12.582793",32,--$$-$$$------,"4,0",1204,NaN,Fisk og skaldyr,"Nordre Frihavnsgade 52, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c38-Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g189541-c33-Copenhagen_Zealand.html"">Fisk og skaldyr</a></div>"
30,35,Holm's Café,35,,"55.681435,12.533531",31,--$$-$$$------,"3,5",85,NaN,Café,"Falkoner Allé 21 Frederiksberg Centret, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c8-Frederiksberg_Copenhagen_Zealand.html"">Café</a>, Dansk, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a></div>"
35,40,Trattoria Italiana,40,,"55.68,12.576297",67,--$$-$$$---------,"3,5",1223,349,Europæisk,"Graabroedretorv 2, København 1154 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a></div>"
,,Sandwich27,,,"55.68469,12.56849",5,---,"5,0",1246,NaN,Amerikansk,"Frederiksborggade 27, København 1360 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c2-Copenhagen_Zealand.html"">Amerikansk</a></div>"
45,40,China Palace Restaurant,40,,"55.674725,12.562147",35,--$$-$$$------,"3,5",1255,NaN,Asiatisk,"Vester Farimagsgade 1/3, København 1606 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c11-Copenhagen_Zealand.html"">Kinesisk</a>, <a href=""/Restaurants-g189541-c3-Copenhagen_Zealand.html"">Asiatisk</a></div>"
30,30,Restaurant Rio Bravo,30,30,"55.674213,12.572828",436,--$$-$$$---,"3,0",1251,NaN,Dansk,"Vester Voldgade 86, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
,,Top Brewer,,,"55.681602,12.583653",10,---,"4,0",1260,NaN,Café,"Gronnegade 4, 1107 Copenhagen K, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
,,1 DUANG JAI - Thai Restaurant,,,"55.70963,12.57807",10,--$---,"4,0",1237,NaN,Thai,"Nyborggade 2, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c39-Copenhagen_Zealand.html"">Thai</a></div>"
,,Bear Slice,,,"55.67893,12.56874",6,,"4,5",1238,NaN,NaN,"Larsbjoernsstraede 25, København 1454 Danmark",NaN
,,Espresso House,,,"55.681385,12.574862",18,--$---,"3,5",1240,NaN,Café,"Købmagergade 53 ved Rundetårn, København 1150 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a></div>"
40,35,Pizzeria Spigad'oro Italiano Due,35,25,"55.67676,12.57485",30,--$---------,"3,5",1252,94,Fastfood,"Kompagnistræde 27, København 1208 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c31-Copenhagen_Zealand.html"">Pizza</a>, <a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a></div>"
40,40,Cafe Oslo Plads,40,,"55.691563,12.587506",11,--$,"4,0",1241,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Oslo Plads 1, København 2100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
,,Nino’s pizzaria,,,"55.69168,12.558265",6,---,"4,0",1357,NaN,Italiensk,"Guldbergsgade 18, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-c26-Copenhagen_Zealand.html"">Italiensk</a></div>"
,,Wok'N'Roll,,,"55.67627,12.57426",7,--$$-$$$,"4,5",1245,127,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Vandkunsten 6 Stuen til hojre, København 1467 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
,,Paradis Købmagergade,,,"55.681644,12.574994",13,--$$-$$$,"4,5",1232,208,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Købmagergade 58 Rundetaarn, København 1150 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
40,40,Glou Glou,40,,"55.68636,12.550632",9,--$$$$---,"4,5",1258,1.509,Sund,"Rantzausgade 22, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a>, <a href=""/Restaurants-g189541-c10679-Copenhagen_Zealand.html"">Sund</a>, Vinstue</div>"
,,Amazonia Cocktails and Kitchen,,,"55.687504,12.559343",4,--$$-$$$---------,"5,0",1256,148,Caribisk,"Blaagaardsgade 4D, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c10-Copenhagen_Zealand.html"">Caribisk</a>, <a href=""/Restaurants-g189541-c10639-Copenhagen_Zealand.html"">Latinamerikansk</a>, <a href=""/Restaurants-g189541-c36-Copenhagen_Zealand.html"">Spansk</a></div>"
35,35,Nyu Sakura,35,,"55.684456,12.55188",37,--$$-$$$---------,"3,5",87,NaN,Asiatisk,"H.C. Oersteds Vej 68, Frederiksberg, København 1879 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c27-Frederiksberg_Copenhagen_Zealand.html"">Japansk</a>, <a href=""/Restaurants-g806262-c38-Frederiksberg_Copenhagen_Zealand.html"">Sushi</a>, <a href=""/Restaurants-g806262-c3-Frederiksberg_Copenhagen_Zealand.html"">Asiatisk</a></div>"
,,Kebabland II,,,"55.66302,12.60156",8,--$---------,"4,5",1243,NaN,Fastfood,"Amagerbrogade 50, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a>, <a href=""/Restaurants-g189541-c10646-Copenhagen_Zealand.html"">Fastfood</a>, <a href=""/Restaurants-g189541-c28-Copenhagen_Zealand.html"">Middelhavsområdet</a>, <a href=""/Restaurants-g189541-c30-Copenhagen_Zealand.html"">Mellemøstlig</a></div>"
30,30,B9 Vinbar,30,,"55.68339,12.55611",27,--$$-$$$,"3,5",1248,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Åboulevard 12, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
30,35,Charlottenborg Cafe,30,,"55.679955,12.587967",22,--$$-$$$---,"4,0",1247,NaN,Café,"Nyhavn 2, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c8-Copenhagen_Zealand.html"">Café</a>, Skandinavisk, Dansk</div>"
,,Kolonial Pizza,,,"55.71308,12.57328",7,,"4,5",1257,NaN,NaN,"Landskronagade 27, København 2100 Danmark",NaN
40,40,Mæxico,40,,"55.690834,12.559839",17,--$$-$$$---,"4,0",1236,268,Mexicansk,"Guldbergsgade 3, København 2200 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c29-Copenhagen_Zealand.html"">Mexicansk</a></div>"
40,45,dællekatessen,40,,"55.68182,12.583315",17,--$,"4,0",1249,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Groennegade 38, København 1107 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
30,30,Jasmin Rice,30,,"55.64975,12.61255",23,--$,"4,0",1259,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Amagerbrogade 204B, København 2300 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
40,30,Jailhouse Restaurant,35,40,"55.67889,12.57003",29,--$$-$$$---,"4,0",1244,201,Dansk,"Studiestræde 12, København 1455 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Skandinavisk, Dansk</div>"
,,Cafe Snork,,,"55.66705,12.54788",8,,"4,5",1242,NaN,Bar,"Dybbølsgade 70, København Danmark","<div class=""header_links"">Bar, Pub</div>"
45,40,Restaurant Lynetten,40,,"55.689156,12.61852",46,--$$-$$$---,"3,5",1233,NaN,Dansk,"Refshalevej 200, København 1432 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,Sushi Best,,,"55.66709,12.55428",17,--$$-$$$,"3,5",1255,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Sønder Blvd. 43, København Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>"
50,50,Restaurant Hercegovina,50,,"55.67929,12.497423",10,--$$-$$$------,"4,5",86,NaN,Europæisk,"Mørk Hansens Vej 2, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g806262-c6-Frederiksberg_Copenhagen_Zealand.html"">Grillmad</a>, <a href=""/Restaurants-g806262-c18-Frederiksberg_Copenhagen_Zealand.html"">Europæisk</a>, Grill</div>"
,,Risteriet Coffee Frederiksberg,,,"55.68454,12.53222",7,--$,"4,5",88,101,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a></div>","Helgesvej 29, Frederiksberg, København 2000 Danmark","<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a></div>"
,,Alice Ice Cream and Coffee,,,"55.66842,12.59707",5,,"5,0",1235,NaN,NaN,"Markmandsgade 1, København 2300 Danmark",NaN
,,Kaffekilden I Carlsberg Byen,,,"55.66392,12.536281",7,--$,"4,5",1239,NaN,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Tapperitorvet 36, København 1799 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>"
,,Durum Bar Øst,,,"55.70111,12.57772",7,,"4,5",1282,NaN,NaN,"Østerbrogade 90, København 2100 Danmark",NaN
,,Brasserie Jacobsen ILLUM ROOFTOP,,,"55.679115,12.579892",10,--$$-$$$---,"4,0",1280,402,Dansk,"Købmagergade 20 Illum rooftop, København 1100 Danmark","<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, <a href=""/Restaurants-g189541-c18-Copenhagen_Zealand.html"">Europæisk</a>, Dansk</div>"
,,La Boca,,,"55.670654,12.546654",5,,"5,0",1261,NaN,New Zealand,"48C Matthæusgade, København 1620 Danmark","<div class=""header_links"">New Zealand</div>"
