Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere
Lagkagehuset,4.0,1007.0,------16,--$$-$$$,21 anmeldelser,"55.68295,12.57358",743.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Frederiksborggade 6, København 1360 Danmark",3.0,3.5,
The Mad Hatter Bubble Tea Emporium,4.0,1002.0,------16,--$---,21 anmeldelser,"55.690598,12.560575",1894.0,4.5,Café,"Skt. Hans Torv 3 Kobenhavn Denmark, København 2200 Danmark",4.5,4.0,
Bryggeri Skovlyst,3.5,999.0,------16215.-268.,--$$-$$$---,255 anmeldelser,"55.762886,12.383607",15582.0,3.5,Dansk,"Skovlystvej 2, København 3500 Danmark",3.5,3.5,4.0
Restaurant Kreta,4.0,993.0,------16,--$$-$$$---,27 anmeldelser,"55.69198,12.48381",6432.0,4.5,Græsk,"Jyllingevej 56, København 2720 Danmark",4.5,4.5,
Smagsløget (City),5.0,1005.0,------1680.-107.,--$$-$$$---------,7 anmeldelser,"55.68209,12.57112",852.0,,Europæisk,"Noerregade 38, København 1165 Danmark",,,
Café Vivaldi - Amagerbrogade,4.0,998.0,------1680.-241.,--$$-$$$---------,16 anmeldelser,"55.660145,12.60503",2563.0,,Café,"Amagerbrogade 92, København 2300 Danmark",,,
Bingo 156,5.0,1010.0,------16,---,7 anmeldelser,"55.655083,12.609785",3200.0,,Fransk,"Amagerbrogade 156, København 2300 Danmark",,,
Normandie,4.0,1015.0,------16,--$$-$$$,37 anmeldelser,"55.6799,12.57469",596.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Skinnergade 22, København 1059 Danmark",4.0,4.0,3.5
Le Coin,4.5,1003.0,"------16,",---,10 anmeldelser,"55.678646,12.583161",161.0,,Dansk,"Vingårdstræde 17, København Danmark",,,
Restaurant Oranje,4.0,976.0,"------16,,,",--$$-$$$---,33 anmeldelser,"55.679398,12.592453",522.0,4.0,Dansk,"Nyhavn 65A, København 1051 Danmark",4.0,4.0,
Promenaden 1932,3.5,64.0,"------16,,,",--$$-$$$------,37 anmeldelser,"55.674026,12.539909",2854.0,3.5,Café,"Frederiksberg Alle 58, Frederiksberg, København 1820 Danmark",3.5,3.5,
Iki Sushi,4.0,1021.0,------16,--$$-$$$,20 anmeldelser,"55.7066,12.5837",2961.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Aarhusgade 79, København Danmark",3.5,4.0,
Jasmin Corner,4.0,63.0,"------16,",--$$-$$$---------,32 anmeldelser,"55.68159,12.53462",3113.0,4.0,Asiatisk,"Falkoner Alle 30, Frederiksberg, København 2000 Danmark",4.0,3.5,
Spise\Bar Nr. 20,3.5,1006.0,"------16,,,",--$$-$$$---,51 anmeldelser,"55.686108,12.55106",2186.0,3.5,Europæisk,"Rantzausgade 20, København 2200 Danmark",3.5,4.0,
The South Indian Fields,3.5,1014.0,------1640.-127.,--$$-$$$---------,53 anmeldelser,"55.630047,12.578019",5565.0,4.0,Asiatisk,"Arne Jacobsens Alle 12, København 2300 Danmark",4.0,4.5,
Copenhagen Smørrebrød,4.0,1039.0,------16,--$$-$$$,14 anmeldelser,"55.681503,12.584675",172.0,,Dansk,"Badstuestraede 4, København 1209 Danmark",,,
Impronta,5.0,1051.0,"------16,",,8 anmeldelser,"55.72641,12.57598",5189.0,,,"Strandvejen 163, København 2900 Danmark",,,
Halvandet,3.5,1027.0,"------16,",--$$-$$$---,46 anmeldelser,"55.695545,12.608403",2302.0,3.5,Grill,"Refshalevej 325, København 1432 Danmark",3.0,3.5,4.0
Ali bageri,5.0,1045.0,------16,--$---,7 anmeldelser,"55.698997,12.541474",3412.0,,Mellemøstlig,"Nørrbrogade 211, København 2200 Danmark",,,
Cafe 8Tallet,3.5,1038.0,"------16,,,",--$$-$$$------,265 anmeldelser,"55.61646,12.570473",7115.0,3.5,Café,"Richard Mortensens Vej 81A, København 2300 Danmark",3.0,3.5,3.5
La Valenciana - Latin & Spanish Cuisine,4.0,1049.0,"------16,,,,,",--$$-$$$---------,49 anmeldelser,"55.68568,12.566389",1283.0,4.0,Latinamerikansk,"Frederiksborggade 37 Esta abierto, København 1360 Danmark",4.0,4.0,3.0
Restauranten i Koncerthuset,4.0,1033.0,------16,--$$-$$$,20 anmeldelser,"55.65829,12.59029",2442.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Emil Holms Kanal 20, København 2300 Danmark",3.5,4.0,
Homemate Ready to go,5.0,1036.0,,--$$-$$$,8 anmeldelser,"55.68431,12.5695",1039.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Frederiksborggade 21 Torvehallerne KBH, København 1360 Danmark",,,
CORK Vinbar,4.5,65.0,------1694.-302.,--$$-$$$------,15 anmeldelser,"55.677387,12.537896",2917.0,4.5,Dansk,"Henrik Steffens Vej 2, Frederiksberg, København 1866 Danmark",4.5,4.0,
Pio Vin & Bar,5.0,1029.0,"------16,",,7 anmeldelser,"55.672817,12.554735",2011.0,,,"Bagerstraede 2, København Danmark",,,
La Tradizionale Pizzeria,4.5,1040.0,"------16,",--$------,20 anmeldelser,"55.68019,12.52155",3927.0,4.5,Italiensk,"Fasanvej 9, København Danmark",4.0,4.5,
Boy's Shawarma & Kylling,4.5,1048.0,,,11 anmeldelser,"55.67047,12.55714",1999.0,,,"Istedgade 40C, København 1650 Danmark",,,
Kaffedepartementet,4.5,1042.0,,,14 anmeldelser,"55.707714,12.524847",4832.0,,,"Rentemestervej 64, København 2400 Danmark",,,
Chicks by Chicks,3.5,1044.0,"------16,",--$$-$$$,77 anmeldelser,"55.672462,12.554686",2030.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Vesterbrogade 55, København 1620 Danmark",3.5,4.0,
Kost & Mask,3.5,1054.0,"------16,",--$$-$$$,31 anmeldelser,"55.68203,12.60202",1141.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Ekvipagemestervej 10, København 1438 Danmark",3.0,3.5,
Bar Jacobsen,3.5,1046.0,"------16,,,",--$$-$$$---,56 anmeldelser,"55.67961,12.579692",285.0,4.0,Bar,"Østergade 52 Illum Rooftop, København 1001 Danmark",4.0,4.0,
51 Street Food,5.0,1047.0,,--$,9 anmeldelser,"55.685474,12.550749",2184.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Kapelvej 51, København 2200 Danmark",,,
Dahl & Dahl,4.0,1022.0,------16,--$$-$$$,40 anmeldelser,"55.68343,12.58819",459.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Dronningens Tvaergade 6 Kld, København 1302 Danmark",3.5,4.0,
Bon Bon Ice,4.5,67.0,,,12 anmeldelser,"55.67876,12.52749",3557.0,,,"Andebakkesti 4, Frederiksberg, København 2000 Danmark",,,
The Bagel Co,4.0,1035.0,"------16,,",--$,27 anmeldelser,"55.679432,12.580339",249.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Ostergade 52, København 1001 Danmark",3.5,3.5,
Restaurant Metier,4.5,1050.0,,--$$-$$$,8 anmeldelser,"55.69503,12.56938",1914.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Blegdamsvej 70, København 2100 Danmark",,,
Iluka,4.0,1028.0,------1694.-503.,--$$$$---,27 anmeldelser,"55.67787,12.589218",393.0,4.0,Fisk og skaldyr,"Peder Skrams Gade 15, København 1054 Danmark",3.0,4.0,
The Storm Inn,5.0,1043.0,------16,,7 anmeldelser,"55.67405,12.572611",980.0,,"<div class=""header_links"">Pub</div>","20 Stormgade, København Danmark",,,
Karmaman,3.5,66.0,"------16,,,,",--$$-$$$------,61 anmeldelser,"55.67361,12.542906",2683.0,3.0,Europæisk,"Frederiksberg Alle 31, Frederiksberg, København 1820 Danmark",4.0,4.0,
"Holm Cider, ciderbar & shop",5.0,1034.0,------1674.-221.,--$---,7 anmeldelser,"55.665882,12.542402",3053.0,,Dansk,"Istedgade 44, København 1650 Danmark",,,
Pasteur,4.0,1030.0,------16637.-1.978.,--$$-$$$------,22 anmeldelser,"55.699104,12.576708",2178.0,3.5,Fransk,"Trianglen 7, København 2100 Danmark",3.5,4.5,
Cava Bar Mar y Montana,4.0,1031.0,"------16,",--$$-$$$------,21 anmeldelser,"55.678364,12.582383",212.0,4.5,Middelhavsområdet,"Nikolajgade 18, København 1068 Danmark",4.5,4.5,
Svaneke Is,4.5,1032.0,"------16,",--$$-$$$,13 anmeldelser,"55.67502,12.580593",596.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Tivoli, København Danmark",,,
Brønnum,4.0,1025.0,------16,--$$-$$$---,18 anmeldelser,"55.67963,12.586906",175.0,3.5,Tysk,"August Bournonvilles Passage 1, København 1055 Danmark",3.5,,
Le Poêlon D'or,3.5,1026.0,------1660.-597.,--$$-$$$------,61 anmeldelser,"55.679173,12.569291",938.0,3.5,Europæisk,"Sankt Peders Stræde 27, København 1453 Danmark",3.5,4.0,
Thai restaurant,3.5,1059.0,------1654.-168.,--$$-$$$---------,59 anmeldelser,"55.679234,12.56926",940.0,3.5,Asiatisk,"Skt. Peders Straede 27, København 1453 Danmark",3.5,3.5,4.0
Oyisi Running Sushi,4.0,1078.0,"------16,,,",--$$-$$$---------,40 anmeldelser,"55.66631,12.61309",2365.0,4.0,Asiatisk,"Holmbladsgade 78 Amager, København 2300 Danmark",4.0,4.0,3.5
Meyer's deli,3.5,70.0,"------16,,,",--$$-$$$---,64 anmeldelser,"55.67531,12.54576",2465.0,3.0,Café,"Gl. Kongevej, Frederiksberg, København Danmark",3.0,3.5,3.0
Safir kebab,4.0,1082.0,"------16,,",--$---------,34 anmeldelser,"55.69048,12.5442",2765.0,3.5,Fastfood,"Jagtvej 23, København Danmark",4.0,4.0,4.0
Osteria del Grappolo Blu,4.0,1057.0,------1694.-194.,--$$$$---------,53 anmeldelser,"55.67878,12.56266",1356.0,3.5,Europæisk,"Vester Farimagsgade 37 1606, København 1606 Danmark",4.0,4.0,4.0
Brewers inc,5.0,1068.0,"------16,,,",---,7 anmeldelser,"55.697754,12.546944",3059.0,,Dansk,"Gormsgade 25, København 2200 Danmark",,,
Din Nye Ven,4.0,1073.0,"------16,,",--$---,20 anmeldelser,"55.678867,12.567168",1074.0,3.0,Dansk,"Skt. Peders Straede 34, København 1453 Danmark",4.0,,
Bua Restaurant,5.0,1069.0,"------16,",,6 anmeldelser,"55.70001,12.54542",3296.0,,,"Mimersgade 61A, København 2200 Danmark",,,
Yoburger,4.0,1058.0,------1667.-121.,--$$-$$$------,24 anmeldelser,"55.68204,12.583236",237.0,3.5,Amerikansk,"Gothersgade 27, København 1123 Danmark",3.0,3.5,
Absalon,4.5,1084.0,,,8 anmeldelser,"55.6654,12.55027",2674.0,,,"Sønder Boulevard 73, København 1720 Danmark",,,
Marco Polo Restaurant,4.5,1055.0,"------16,",--$$$$,13 anmeldelser,"55.70124,12.59637",2485.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=8"">$$$$</a></div>","DFDS Seaways Ferry, København Danmark",4.0,4.0,
Madklubben Østerbro,3.5,1063.0,"------16,,",--$$-$$$---,62 anmeldelser,"55.703987,12.576781",2710.0,4.0,Centraleuropæisk,"Østerbrogade 59, København 2100 Danmark",3.5,4.0,
Bak Homemade Sandwich,5.0,1071.0,"------16,",--$,7 anmeldelser,"55.68343,12.58716",427.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Store Kongensgade 54, København 1264 Danmark",,,
Bon Appetit,5.0,1072.0,"------16,",---,6 anmeldelser,"55.678104,12.568348",1015.0,,Dansk,"Studiestræde 37, København 1455 Danmark",,,
Quattro Fontane Due,5.0,69.0,,--$$-$$$,8 anmeldelser,"55.68267,12.53588",3043.0,,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Falkoner Alle 42, Frederiksberg, København 2000 Danmark",,,
Min Thai Takeaway,5.0,68.0,------16,--$$-$$$---,8 anmeldelser,"55.6852,12.500242",5295.0,,Thai,"Dirch Passers Alle 84, Frederiksberg, København 2000 Danmark",,,
Bronx,3.5,71.0,,--$,28 anmeldelser,"55.68652,12.53386",3238.0,,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=1"">$</a></div>","Godthaabsvej 30, Frederiksberg, København 2000 Danmark",,,
Palace Hotel Restaurant,3.5,1076.0,------16,--$$-$$$------,40 anmeldelser,"55.67626,12.57016",972.0,3.5,Europæisk,"Raadhuspladsen 57, København 1550 Danmark",3.0,3.5,
Sliders,4.0,1070.0,"------16,,",,15 anmeldelser,"55.66762,12.54755",2677.0,,,"Enghave Plads 4, København 1670 Danmark",,,
Kongens Bar,4.0,1074.0,"------16,",--$$-$$$,17 anmeldelser,"55.68112,12.58409",127.0,5.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Ny Adelgade 3, København 1104 Danmark",4.5,,
Que Pasa,4.5,1056.0,"------16,",--$$-$$$------,24 anmeldelser,"55.684124,12.485929",6177.0,4.5,Latinamerikansk,"Bogholder Alle 65 Vanlose, København 2720 Danmark",4.5,4.5,4.5
Restaurant Værksted 1751,4.5,1075.0,------16101.-503.,--$$-$$$---,11 anmeldelser,"55.67072,12.54395",2725.0,5.0,Middelhavsområdet,"Sundevedsgade 4 Vesterbro, København 1751 Danmark",4.5,4.5,
Beat Café,4.5,1060.0,------1647.-107.,--$$-$$$------,7 anmeldelser,"55.666813,12.545739",2821.0,,Café,"Enghave Plads 13, København 1670 Danmark",,,
Graesk Smag,4.5,1065.0,------1654.-94.,--$------,17 anmeldelser,"55.67116,12.54447",2676.0,5.0,Græsk,"Vesterbrogade 109, København 1620 Danmark",5.0,5.0,
Vaffelbageriet,4.0,1080.0,,--$$-$$$,17 anmeldelser,"55.67465,12.56565",1305.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Vesterbrogade 3, København Danmark",3.5,4.0,
Søcafeen,3.5,1053.0,"------16,,",--$$-$$$---,107 anmeldelser,"55.674168,12.568779",1162.0,3.5,Dansk,"Vesterbrogade 3 Tivoli, København 1630 Danmark",3.5,3.5,
One Bowl,5.0,1079.0,"------16,,",---------,6 anmeldelser,"55.69872,12.52288",4372.0,,Café,"Borups Alle 205, København 2400 Danmark",,,
Café Parallel,5.0,1064.0,"------16,",---,6 anmeldelser,"55.67122,12.543573",2726.0,,Café,"Vesterbrogade 122a, København 1620 Danmark",,,
Elliot - Coffee & Craft Beer,5.0,1066.0,------1613.-101.,--$---,6 anmeldelser,"55.68109,12.58077",248.0,,Dansk,"Svaertegade 6, København 1118 Danmark",,,
Kashmir Indisk Restaurant,3.5,1067.0,------1634.-127.,--$$-$$$------,55 anmeldelser,"55.69895,12.58745",2120.0,3.5,Indisk,"Willemoesgade 75, København 2100 Danmark",4.0,4.0,3.5
Viften,3.5,1083.0,"------16,",--$---,38 anmeldelser,"55.6739,12.570938",1071.0,3.5,Dansk,"Inside Tivoli Gardens, København Danmark",3.5,3.5,
Bj´s Original Burger Joint,5.0,1087.0,------1660.-121.,--$$-$$$------,6 anmeldelser,"55.67117,12.54357",2729.0,,Amerikansk,"Vesterbrogade 122 Kld. th, København 1620 Danmark",,,
Kogebogeriet - Kogeboghandel Og Café,5.0,1103.0,------1613.-94.,--$---------,6 anmeldelser,"55.69129,12.559154",2011.0,,Amerikansk,"Guldbergsgade 10, St, København 2200 Danmark",,,
Weltkuglen,4.5,1102.0,------1634.-248.,--$$-$$$,10 anmeldelser,"55.68371,12.577405",594.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Gothersgade 8L st., København 1123 Danmark",,,
Kahyt & Kaffe,5.0,1112.0,,,7 anmeldelser,"55.659286,12.558306",2816.0,,,"Skibbroen 2, København 2450 Danmark",,,
Hanzo,4.0,1096.0,------16,--$$-$$$---,13 anmeldelser,"55.67401,12.5501",2238.0,,Asiatisk,"Værnedamsvej 14, København 1619 Danmark",,,
Kuma,4.0,1105.0,,--$,17 anmeldelser,"55.69586,12.550582",2749.0,3.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Jagtvej 101, København 2200 Danmark",4.0,3.5,
Mors Køkken,4.5,74.0,,,10 anmeldelser,"55.68599,12.53617",3084.0,,,"Godthaabsvej 16, Frederiksberg, København 2000 Danmark",,,
SKT. PETRI Restaurant,4.0,1095.0,------1694.-597.,--$$-$$$------,18 anmeldelser,"55.680775,12.571525",799.0,4.0,Bar,"Krystalgade 22, København 1172 Danmark",4.0,4.0,
Boulevarden,4.5,1108.0,------1647.-302.,--$$-$$$---,10 anmeldelser,"55.66605,12.59767",1764.0,,Dansk,"Amager Boulevard 129, København 2300 Danmark",,,
Buvette Nordhavn,5.0,1004.0,------1687.-188.,--$$-$$$---,7 anmeldelser,"55.706757,12.597582",3094.0,,Fransk,"Goeteborg Plads 2, København 2150 Danmark",,,
VIET - NAM NAM,3.5,72.0,"------16,",--$$-$$$------,35 anmeldelser,"55.68565,12.53769",2982.0,4.0,Asiatisk,"Godthaabsvej 8, Frederiksberg, København 2000 Danmark",3.5,3.5,3.5
Café Nutid,4.5,1104.0,"------16,",--$---,13 anmeldelser,"55.67979,12.57139",803.0,4.5,Café,"Sankt Peders Stræde 1, København 1453 Danmark",5.0,4.0,
Berkeley take away,5.0,1085.0,,--$$-$$$,9 anmeldelser,"55.68361,12.56546",1242.0,5.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Nansensgade 64, København Danmark",5.0,5.0,
Le Gourmand,5.0,73.0,------1687.-248.,--$$-$$$---,20 anmeldelser,"55.673145,12.550015",2273.0,,Fransk,"Værnedamsvej 3a, Frederiksberg, København 1819 Danmark",,,
Ocean Club Restaurant,3.5,1093.0,------16657.-1.341.,--$$-$$$,89 anmeldelser,"55.712486,12.590398",3636.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Sundkrogskaj 17, København 2100 Danmark",4.0,4.0,4.5
French Chicken,4.5,1089.0,------1667.-101.,--$,20 anmeldelser,"55.66401,12.51643",4605.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=1"">$</a></div>","Toftegaards Alle 31, København 2500 Danmark",3.5,4.5,4.0
Clarrods & Co,4.0,1098.0,,--$$-$$$,16 anmeldelser,"55.68125,12.58889",327.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Store Strandstraede 19, København 1255 Danmark",,,
La Sardegna,4.5,1088.0,------1634.-80.,--$---------,17 anmeldelser,"55.658943,12.601217",2571.0,,Italiensk,"Gullandsgade 2, København 2300 Danmark",,,
MØR Restaurant & Bar,4.0,1106.0,"------16,",--$$-$$$,22 anmeldelser,"55.66713,12.557211",2214.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Skelbaekgade 3A, København 1717 Danmark",,,
Hos Nicola,4.0,1099.0,------1620.-101.,--$---------,32 anmeldelser,"55.67332,12.59048",839.0,4.0,Fastfood,"Wildersgade 34, København Danmark",4.0,4.0,
Sofienholmcafe,3.5,1091.0,------16,--$$-$$$---,33 anmeldelser,"55.77542,12.45759",13247.0,3.5,Café,"Nybrovej 401, København 2800 Danmark",4.0,4.0,
Alanya Kebab,4.5,1109.0,"------16,,,,",--$---------,8 anmeldelser,"55.70183,12.55006",3237.0,,Europæisk,"Tagensvej 73, København 2200 Danmark",,,
Winterspring,4.5,1110.0,"------16,,",--$$-$$$---,12 anmeldelser,"55.681114,12.589114",334.0,4.0,Dansk,"Store Strandstræde 16, København 1255 Danmark",4.0,4.5,
Mama Ludbas,3.5,1111.0,------16101.-402.,--$$-$$$---------,133 anmeldelser,"55.672886,12.549932",2288.0,3.5,Europæisk,"Værnedamsvej 2, København 1691 Danmark",3.5,3.5,3.5
Petrol Cafe,4.5,1100.0,------16,---,7 anmeldelser,"55.669937,12.555463",2119.0,,Café,"Istedgade 58, København 1650 Danmark",,,
Kontikibar og Færgen Ellen,4.0,1090.0,------16,--$$-$$$,38 anmeldelser,"55.6844,12.60524",1408.0,3.5,Dansk,"Takkelloftvej 1z, København 1437 Danmark",4.0,4.5,
L & V Café,4.5,1086.0,------16,--$$-$$$---,10 anmeldelser,"55.68149,12.562969",1341.0,,Italiensk,"Nansensgade 22, København 1366 Danmark",,,
Guilty Copenhagen,5.0,1094.0,------1627.-349.,--$$-$$$---,7 anmeldelser,"55.671654,12.546602",2532.0,,Café,"Vesterbrogade 97 Westmarket, København 1620 Danmark",,,
Gasoline Grill,4.5,1097.0,"------16,",------,7 anmeldelser,"55.678,12.597252",848.0,,Amerikansk,"Strandgade 95, København 1401 Danmark",,,
Plads’N,4.5,1115.0,------1667.-101.,--$$-$$$---,7 anmeldelser,"55.68615,12.55806",1776.0,,Bar,"Blaagaardsgade 27, København 2200 Danmark",,,
Noodle House,3.5,1117.0,------1627.-201.,--$$-$$$------,35 anmeldelser,"55.67146,12.5596",1809.0,3.0,Asiatisk,"Abel Cathrines Gade 23, København 1654 Danmark",3.0,3.0,
Lagano,4.0,1123.0,------16,--$---,17 anmeldelser,"55.68388,12.58657",459.0,4.5,Italiensk,"Dronningens Tvaergade 22, København 1302 Danmark",4.5,4.5,
Cafe Oha,4.5,76.0,------1627.-141.,--$$-$$$---------,8 anmeldelser,"55.681118,12.517592",4177.0,,Café,"Finsensvej 29, Frederiksberg, København 2000 Danmark",,,
DEJ,4.0,1122.0,------1667.-107.,--$$-$$$---,22 anmeldelser,"55.668278,12.556617",2164.0,3.5,Italiensk,"Halmtorvet 27 E, København 1700 Danmark",3.5,3.5,
a roii,4.0,1125.0,"------16,",--$$-$$$------,35 anmeldelser,"55.69186,12.55724",2145.0,3.5,Asiatisk,"Guldbergsgade 21, København Danmark",3.5,4.0,4.0
My Poké Illum,5.0,1116.0,------1647.-94.,--$$-$$$---------,6 anmeldelser,"55.67945,12.580216",256.0,,Fusion,"Østergade 52 Ground floor of the ILLUM department store, København 1100 Danmark",,,
Beyti,3.5,1128.0,"------16,,,,",--$---------,31 anmeldelser,"55.6879,12.56026",1740.0,4.0,Fastfood,"Nørrebrogade 13, København 2200 Danmark",4.0,4.0,3.5
Restaurant Støj,5.0,1140.0,------16101.-597.,--$$-$$$,6 anmeldelser,"55.68347,12.585131",393.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Borgergade 16, København 1300 Danmark",,,
"Woolstock - cotton, wool and coffee",5.0,1119.0,------16,---,6 anmeldelser,"55.70022,12.587549",2261.0,,Café,"Præstøgade 2A th, København Danmark",,,
Bojesen i Operaen,4.0,1113.0,------16,--$$-$$$,39 anmeldelser,"55.681858,12.599883",1006.0,4.5,Moderne,"Ekvipagemestervej 10, København 1438 Danmark",4.0,4.0,4.5
Pret a Manger,4.0,1136.0,------16,--$$-$$$,17 anmeldelser,"55.62942,12.63948",6606.0,4.0,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Copenhagen Airport, København 2770 Danmark",3.5,4.0,
MASH Frederiksberg,4.0,75.0,------16168.-992.,--$$$$---,17 anmeldelser,"55.676323,12.542506",2645.0,,Steakhouse,"Gammel Kongevej 116, Frederiksberg, København 1850 Danmark",,,
Café Sweet Surrender,4.0,1121.0,"------16,",--$$-$$$,12 anmeldelser,"55.66657,12.55039",2591.0,,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Dybbolsgade 49, København 1721 Danmark",,,
Tryk Bar ApS,4.5,1138.0,------16,,11 anmeldelser,"55.682495,12.580456",365.0,,,"Montergade 24, København Danmark",,,
Mad & Vin i Magasin,4.0,1127.0,"------16,,",--$$-$$$---,32 anmeldelser,"55.679287,12.585285",103.0,3.5,Dansk,"Kongens Nytorv 13, København Danmark",3.5,3.5,
