,Unnamed: 0,Location,Ranking on list,Price class numeric,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexicansk,Steakhouse,City Area
565,565,"55.681213,12.573969",630.0,1,Restaurant Ankara,1172,0,0,0,0,0,0,0,0,0,kbh k
566,566,"55.672424,12.553517",621.0,2,LêLê Street Kitchen // Vesterbro,1620,0,0,0,0,0,0,0,0,0,kbh v
567,567,"55.674046,12.568372",618.0,2,Brdr. Price i Tivoli,1630,0,0,0,0,0,0,0,0,0,kbh v
568,568,"55.671665,12.562683",614.0,2,Fu Hao,1652,0,0,0,0,0,0,0,0,0,kbh v
569,569,"55.6812,12.586202",604.0,3,Geist,1050,0,0,0,0,0,0,0,0,0,kbh k
570,570,"55.682617,12.574358",575.0,2,Ristorante ITALIANO Pompei,1175,1,0,0,0,0,1,0,0,0,kbh k
571,571,"55.67996,12.590902",572.0,2,Ved Kajen,,0,0,1,0,0,0,0,0,0,andet
572,572,"55.674892,12.565828",563.0,2,A Hereford Beefstouw Tivoli,1620,0,0,0,0,0,0,0,0,1,kbh v
573,573,"55.70612,12.580587",560.0,2,the laundromat cafe,2100,0,0,0,0,1,0,0,0,0,kbh ø
574,574,"55.676743,12.56681",556.0,2,Ristorante Vesuvio of Copenhagen,1550,1,0,0,0,0,1,0,0,0,kbh v
575,575,"55.679214,12.593335",555.0,2,Sea by Kiin Kiin,1051,0,0,0,1,0,0,0,0,0,kbh k
576,576,"55.67088,12.56245",548.0,2,Tandoori Masala,1700,0,0,0,0,0,0,1,0,0,kbh v
577,577,"55.6742,12.56754",545.0,2,"Restaurant Paafuglen,Tivoli",1650,0,0,0,0,0,0,0,0,0,kbh v
578,578,"55.67241,12.568988",542.0,2,Wagamama,1704,0,0,0,0,0,0,0,0,0,kbh v
579,579,"55.671417,12.593397",541.0,2,L'Altro,1400,0,0,0,0,0,1,0,0,0,kbh k
580,580,"55.677654,12.597989",530.0,2,Restaurant 108,1401,0,0,0,0,0,0,0,0,0,kbh k
581,581,"55.66734,12.586775",529.0,2,Blue Elephant Restaurant,2300,0,0,0,1,0,0,0,0,0,kbh s
582,582,"55.672867,12.558938",519.0,2,Comfort Hotel Vesterbro,1620,0,0,0,0,0,0,0,0,0,kbh v
583,583,"55.675625,12.567056",516.0,2,Vesterbro Brewery (Burgers and Brewhouse),,0,0,0,0,0,0,0,0,0,andet
584,584,"55.668404,12.557769",516.0,2,Mother,V,1,0,0,0,0,1,0,0,0,andet
585,585,"55.680183,12.589831",514.0,2,Skipperkroen,1051,0,0,1,0,0,0,0,0,0,kbh k
586,586,"55.677906,12.577209",512.0,2,Zirup,1201,0,0,0,0,0,0,0,0,0,kbh k
587,587,"55.679314,12.579861",506.0,2,Rossopomodoro Illum,1001,1,0,0,0,0,1,0,0,0,kbh k
588,588,"55.68018,12.590051",505.0,2,pizzeria Venezia Nyhavn 31,1051,1,0,0,0,0,1,0,0,0,kbh k
589,589,"55.67871,12.579523",499.0,2,Cafe Europa 1989,,0,0,0,0,1,0,0,0,0,andet
590,590,"55.668472,12.573808",489.0,2,Midtown Grill,1560,0,0,0,0,0,0,0,0,0,kbh v
591,591,"55.6798,12.59129",488.0,2,McJoy's Choice,1051,0,0,0,0,0,0,0,0,0,kbh k
592,592,"55.68011,12.590128",457.0,2,Restaurant Nyhavn C,1051,0,0,0,0,0,0,0,0,0,kbh k
593,593,"55.670574,12.560929",455.0,2,Carlton,1700,0,0,0,0,0,0,0,0,0,kbh v
594,594,"55.67975,12.575794",454.0,2,Bøf & Ost,1154,0,0,0,0,0,0,0,0,0,kbh k
595,595,"55.693233,12.543248",451.0,2,Manfreds,2200,0,0,0,0,0,0,0,0,0,kbh n
596,596,"55.673832,12.562451",450.0,2,Restaurant Frascati,1620,1,0,0,0,0,1,0,0,0,kbh v
597,597,"55.67876,12.579142",449.0,2,The Dubliner,1160,0,0,0,0,0,0,0,0,0,kbh k
598,598,"55.679417,12.574208",443.0,1,Samos,1159,0,0,0,0,0,0,0,0,0,kbh k
599,599,"55.672768,12.557859",439.0,1,Ankara,1620,0,0,0,0,0,0,0,0,0,kbh v
600,600,"55.679874,12.590111",436.0,2,Gorm's Nyhavn,1051,1,0,0,0,0,1,0,0,0,kbh k
601,601,"55.67383,12.563245",432.0,1,Astor Deep Pan Pizza,1620,1,0,0,0,0,1,0,0,0,kbh v
602,602,"55.676216,12.566183",427.0,2,Tapas Huset,1608,0,0,0,0,0,0,0,0,0,kbh v
603,603,"55.676502,12.569007",425.0,2,Hard Rock Cafe København,1550,0,0,0,0,0,0,0,0,0,kbh v
604,604,"55.677307,12.567539",420.0,2,The Italian,,1,0,0,0,0,1,0,0,0,andet
605,605,"55.68028,12.589475",418.0,2,Restaurant Galionen,K 1051,0,0,1,0,0,0,0,0,0,andet
606,606,"55.680023,12.575556",417.0,2,Cafe G,,0,0,0,0,1,0,0,0,0,andet
607,607,"55.677418,12.573448",402.0,2,Nytorv Restaurant and Cafe,,0,0,0,0,0,0,0,0,0,andet
608,608,"55.672493,12.55578",385.0,2,Restaurant LêLê,1620,0,0,0,0,0,0,0,0,0,kbh v
609,609,"55.673473,12.561394",322.0,2,Jensens Bøfhus København (Vesterbrogade),1620,0,0,0,0,0,0,0,0,1,kbh v
610,610,"55.67703,12.53839",157.0,99,Sweet Giulia,1850,0,0,0,0,0,1,0,0,0,frb.
611,611,"55.67886,12.50607",156.0,99,Min Sandwich,2000,0,0,0,0,0,0,0,0,0,frb.
612,612,"55.681477,12.534168",152.0,99,Palæo Frederiksberg Center,2000,0,0,0,0,0,0,0,0,0,frb.
613,613,"55.68147,12.51858",151.0,99,Okawari Sushi,2000,0,1,0,0,0,0,0,0,0,frb.
614,614,"55.67909,12.52647",149.0,2,El Guanche,2000,0,0,0,0,0,0,0,0,0,frb.
615,615,"55.68408,12.52497",145.0,99,Maesk,2000,0,0,0,0,0,0,0,0,0,frb.
616,616,"55.67191,12.522408",144.0,2,Restaurant Folk,2000,0,0,0,0,0,0,0,0,0,frb.
617,617,"55.67743,12.554381",138.0,2,Ipanema Café,1900,0,0,0,0,0,0,0,0,0,frb.
618,618,"55.686443,12.534203",137.0,99,Emmerys,2000,0,0,0,0,0,0,0,0,0,frb.
619,619,"55.68438,12.5252",131.0,2,Wokbaren Spicylicious,2000,0,0,0,0,0,0,0,0,0,frb.
620,620,"55.68391,12.5046",127.0,2,La Liberta,2000,0,0,0,0,1,1,0,0,0,frb.
621,621,"55.69667,12.53558",125.0,2,THAIAWAY,2000,0,0,0,1,0,0,0,0,0,frb.
622,622,"55.68153,12.51771",124.0,99,Thai Gourmet Takeaway,2000,0,0,0,1,0,0,0,0,0,frb.
623,623,"55.68483,12.501046",119.0,2,Teppan House ApS,2000,0,1,0,0,0,0,0,0,0,frb.
624,624,"55.68147,12.51858",118.0,99,A San Sushi,2000,0,0,0,0,0,0,0,0,0,frb.
625,625,"55.67874,12.53181",116.0,99,Burgerklubben,2000,0,0,0,0,0,0,0,0,0,frb.
626,626,"55.68696,12.531045",112.0,2,LETZ SUSHI FREDERIKSBERG,2000,0,1,0,0,0,0,0,0,0,frb.
627,627,"55.682194,12.535067",111.0,99,Café La Tètè,2000,0,0,0,0,0,0,0,0,0,frb.
628,628,"55.673153,12.547954",109.0,2,Café Tænk,1820,0,0,0,0,1,0,0,0,0,frb.
629,629,"55.678013,12.534313",104.0,2,MyPoké,1850,0,0,0,0,0,0,0,0,0,frb.
630,630,"55.682266,12.551514",103.0,2,Overfor,1970,0,0,0,0,1,0,0,0,0,frb.
631,631,"55.6282,12.649786",100.0,2,Joe & the Juice,2770,0,0,0,0,1,0,0,0,0,andet
632,632,"55.679745,12.549188",94.0,2,Domo Restaurant,1910,0,0,0,0,0,0,0,0,0,frb.
633,633,"55.67646,12.54189",89.0,2,Wokshop Cantina Frederiksberg,1850,0,0,0,1,0,0,0,0,0,frb.
634,634,"55.684456,12.55188",87.0,2,Nyu Sakura,1879,0,1,0,0,0,0,0,0,0,frb.
635,635,"55.681435,12.533531",85.0,2,Holm's Café,2000,0,0,0,0,1,0,0,0,0,frb.
636,636,"55.67898,12.529446",77.0,2,Cortigiano,2000,0,0,0,0,0,1,0,0,0,frb.
637,637,"55.68565,12.53769",72.0,2,VIET - NAM NAM,2000,0,0,0,0,0,0,0,0,0,frb.
638,638,"55.68652,12.53386",71.0,1,Bronx,2000,0,0,0,0,0,0,0,0,0,frb.
639,639,"55.67531,12.54576",70.0,2,Meyer's deli,,0,0,0,0,1,0,0,0,0,andet
640,640,"55.67361,12.542906",66.0,2,Karmaman,1820,0,0,0,0,0,0,0,0,0,frb.
641,641,"55.674026,12.539909",64.0,2,Promenaden 1932,1820,0,0,0,0,1,0,0,0,0,frb.
642,642,"55.681683,12.534314",58.0,2,Cafe Moccador,2000,0,0,0,0,0,0,0,0,0,frb.
643,643,"55.68033,12.548482",46.0,2,Chai Wong,1871,0,0,0,1,0,0,0,0,0,frb.
644,644,"55.681393,12.532732",45.0,2,Wagamama,2000,0,0,0,0,0,0,0,0,0,frb.
645,645,"55.68475,12.55308",40.0,1,Chun bo,1960,0,1,0,0,0,0,0,0,0,frb.
646,646,"55.68064,12.533986",36.0,2,La Vecchia Gastronomia Italiana,2000,1,0,0,0,0,1,0,0,0,frb.
647,647,"55.675964,12.533925",33.0,2,Allegade 10,2000,0,0,0,0,0,0,0,0,0,frb.
648,648,"55.67907,12.569",2007.0,1,Atletica,1453,0,0,0,0,0,1,0,0,0,kbh k
649,649,"55.6799,12.57469",1941.0,2,Nena's,,0,0,0,0,0,0,0,0,0,andet
650,650,"55.67125,12.54384",1934.0,99,Lounge V120,,0,0,0,0,0,0,0,0,0,andet
651,651,"55.65553,12.6166",1926.0,99,Malta Cafeteria Og Selskabslokaler,2300,0,0,0,0,0,0,0,0,0,kbh s
652,652,"55.67502,12.580593",1925.0,99,Olsen,,0,0,0,0,0,0,0,0,0,andet
653,653,"55.71342,12.53462",1923.0,99,Sushi Time,2400,0,1,0,0,0,0,0,0,0,valby
654,654,"55.66593,12.55044",1922.0,99,Kaffebaren Soender Boulevard 68,1720,0,0,0,0,1,0,0,0,0,kbh v
655,655,"55.67502,12.580593",1916.0,99,Rosenborggade,,0,0,0,0,0,0,0,0,0,andet
656,656,"55.66273,12.56147",1912.0,99,The Green Corner,1561,0,0,0,0,0,0,0,0,0,kbh v
657,657,"55.463253,11.721498",1907.0,99,Det go'e Smørrebrød,,0,0,0,0,0,0,0,0,0,andet
658,658,"55.66158,12.59758",1902.0,99,Julios Pizze Cucina (Marios Express Pizza),2300,0,0,0,0,0,0,0,0,0,kbh s
659,659,"55.71492,12.57003",1896.0,99,Bellmans café,2100,0,0,0,0,0,0,0,0,0,kbh ø
660,660,"55.67867,12.59242",1896.0,99,Styrmanden Cafe-Restaurant,1058,0,0,0,0,0,0,0,0,0,kbh k
661,661,"55.67665,12.57107",1889.0,99,Café La Grotte,1460,0,0,0,0,0,0,0,0,0,kbh k
662,662,"55.652157,12.549234",1886.0,99,Teglholmens-Cafe,2450,0,0,0,0,0,0,0,0,0,kbh sv
663,663,"55.64627,12.52453",1885.0,99,Cafe Betty Aps,2450,0,0,0,0,0,0,0,0,0,kbh sv
664,664,"55.67321,12.565866",1879.0,1,Kebab Street kitchen,,0,0,0,0,0,0,0,0,0,andet
665,665,"55.690544,12.53951",1878.0,99,Orientalsk Steak House,,1,0,0,0,0,0,0,0,0,andet
666,666,"55.64847,12.532691",1875.0,99,Mozarts grill,2450,0,0,0,1,0,0,0,0,0,kbh sv
667,667,"55.66773,12.38777",1873.0,99,Hunkar Restaurant,2600,0,0,0,0,0,0,0,0,0,andet
668,668,"55.71011,12.568014",1872.0,99,Riccos Kaffebar,2100,0,0,0,0,0,0,0,0,0,kbh ø
669,669,"55.68493,12.48511",1872.0,99,Antico Forno a Legna,2720,0,0,0,0,0,0,0,0,0,andet
670,670,"55.65669,12.35363",1868.0,99,Güllüoglu,2620,0,0,0,0,0,0,0,0,0,andet
671,671,"55.68863,12.57305",1865.0,99,Stuen 11,,0,0,0,0,0,0,0,0,0,andet
672,672,"55.67641,12.56369",1863.0,99,Cafe Palads,1609,0,0,0,0,0,0,0,0,0,kbh v
673,673,"55.676266,12.574866",1862.0,1,Radhusstræde BAGEL & SALATBAR,1466,0,0,0,0,0,0,0,0,0,kbh k
674,674,"55.69597,12.56665",1861.0,99,Cafe Arcade,2100,0,0,0,0,0,0,0,0,0,kbh ø
675,675,"55.687553,12.590404",1860.0,99,Cafe Paris,,0,0,0,0,1,0,0,0,0,andet
676,676,"55.67085,12.5591",1855.0,99,Il Borgo,1650,0,0,0,0,0,0,0,0,0,kbh v
677,677,"55.6819,12.58548",1855.0,99,Isklubben CPH,1264,0,0,0,0,0,0,0,0,0,kbh k
678,678,"55.66815,12.5788",1853.0,99,Bryggen11,2300,0,0,0,0,0,0,0,0,0,kbh s
679,679,"55.68431,12.5695",1852.0,1,Kopan Street,1362,0,0,0,0,0,0,0,0,0,kbh k
680,680,"55.69469,12.548771",1851.0,2,Greta's,2200,0,0,0,0,0,0,0,0,0,kbh n
681,681,"55.68231,12.57368",1850.0,99,Ristorante & Pizzeria Il Rustico,1175,0,0,0,0,0,1,0,0,0,kbh k
682,682,"55.664894,12.580055",1816.0,99,Cafe T,2300,0,0,0,0,0,0,0,0,0,kbh s
683,683,"55.66686,12.54666",1798.0,2,Darling,,0,0,0,0,0,0,0,0,0,andet
684,684,"55.69596,12.54473",1789.0,2,VinBaren i Stefansgade,2200,0,0,0,0,0,0,0,0,0,kbh n
685,685,"55.71003,12.57247",1780.0,99,Ehlers Bageri,2100,0,0,0,0,0,0,0,0,0,kbh ø
686,686,"55.703697,12.528029",1776.0,99,Fovl,,0,0,0,0,1,0,0,0,0,andet
687,687,"55.67926,12.58069",1774.0,99,Rossopomodoro,1001,0,0,0,0,0,0,0,0,0,kbh k
688,688,"55.68133,12.56955",1764.0,99,Cafe Midtown Bar,1358,0,0,0,0,1,0,0,0,0,kbh k
689,689,"55.679287,12.583119",1762.0,99,Joe & The Juice,1051,0,0,0,0,0,0,0,0,0,kbh k
690,690,"55.68735,12.54694",1759.0,2,Passion Pizza,2200,0,0,0,0,0,1,0,0,0,kbh n
691,691,"55.69967,12.57512",1756.0,99,Kantina,2100,0,0,0,0,0,0,0,0,0,kbh ø
692,692,"55.67804,12.59248",1754.0,99,Havnegade Fiskehandel,1058,0,0,0,0,0,0,0,0,0,kbh k
693,693,"55.66123,12.6214",1749.0,2,Hugo's Pizzaria,2300,1,0,0,0,0,0,0,0,0,kbh s
694,694,"55.702297,12.571556",1742.0,99,Enigma Kantina,2100,0,0,0,0,0,0,0,0,0,kbh ø
695,695,"55.671658,12.591551",1736.0,99,Curry Club,1420,0,0,0,0,0,0,1,0,0,kbh k
696,696,"55.69702,12.52595",1721.0,99,Vietnam House,,0,0,0,0,0,0,0,0,0,andet
697,697,"55.67407,12.56418",1702.0,99,7-Eleven,,0,0,0,0,0,0,0,0,0,andet
698,698,"55.67112,12.55994",1690.0,99,Kababji Grill,1650,0,0,0,0,0,0,0,0,0,kbh v
699,699,"55.67502,12.580593",1685.0,99,Nordisk Brodhus,2200,0,0,0,0,0,0,0,0,0,kbh n
700,700,"55.68549,12.56644",1681.0,99,Galaxe Pizza Bar,1360,0,0,0,0,0,0,0,0,0,kbh k
701,701,"55.6795,12.59776",1678.0,99,Fala Fala,1436,0,0,0,0,0,0,0,0,0,kbh k
702,702,"55.68231,12.57368",1675.0,99,YOmmi Frozen Yogurt,1175,0,0,0,0,0,0,0,0,0,kbh k
703,703,"55.684048,12.569465",1674.0,99,Brazaria,,0,0,0,0,0,0,0,0,0,andet
704,704,"55.68765,12.55946",1667.0,2,Harbo Bar,2200,0,0,0,0,0,0,0,0,0,kbh n
705,705,"55.68058,12.57314",1665.0,2,Den Franske Bogcafe,1171,0,0,0,0,0,0,0,0,0,kbh k
706,706,"55.66688,12.54984",1660.0,2,Ristorante La Porchetta,1721,0,0,0,0,0,1,0,0,0,kbh v
707,707,"55.68638,12.55029",1658.0,99,Efess Pizza Bar,2200,0,0,0,0,0,0,0,0,0,kbh n
708,708,"55.6737,12.592145",1657.0,99,Cafe Stærkodder,1414,0,0,0,0,0,0,0,0,0,kbh k
709,709,"55.66679,12.54878",1652.0,99,La Mensa Di Benito,1721,0,0,0,0,0,0,0,0,0,kbh v
710,710,"55.68195,12.55696",1650.0,1,Baker's Juice Cafe,1634,0,0,0,0,0,0,0,0,0,kbh v
711,711,"55.73674,12.50988",1642.0,99,Italiensk Gastronomi Da Giovanni,2860,0,0,0,0,0,0,0,0,0,andet
712,712,"55.65913,12.51442",1639.0,99,Cuisine Et Florie,2500,0,0,0,0,1,0,0,0,0,valby
713,713,"55.704876,12.577828",1637.0,99,Tap10,2100,0,0,0,0,0,0,0,0,0,kbh ø
714,714,"55.684,12.56756",1636.0,99,Cafe Amokka,1363,0,0,0,0,1,0,0,0,0,kbh k
715,715,"55.681175,12.591984",1630.0,2,Form Bar,1250,0,0,0,0,0,0,0,0,0,kbh k
716,716,"55.67842,12.582419",1624.0,2,Vingaarden - Enoteca E Pizzeria,1070,0,0,0,0,0,1,0,0,0,kbh k
717,717,"55.65732,12.6084",1622.0,99,Eclipse,,0,0,0,0,0,0,0,0,0,andet
718,718,"55.66285,12.60383",1613.0,99,Tasty Fresh Food,2300,1,0,0,0,0,0,0,0,0,kbh s
719,719,"55.68118,12.59197",1602.0,99,Tempo,1250,0,0,0,0,0,0,0,0,0,kbh k
720,720,"55.67502,12.580593",1599.0,99,Gastronetten,2200,0,0,0,0,0,0,0,0,0,kbh n
721,721,"55.68605,12.55794",1590.0,99,Sorte Firkant,,0,0,0,0,0,0,0,0,0,andet
722,722,"55.646015,12.601961",1589.0,99,Resturant Baglokalet,2300,0,0,0,0,0,0,1,0,0,kbh s
723,723,"55.681892,12.563361",1588.0,3,Nr. 30,1366,0,0,1,0,0,0,0,0,0,kbh k
724,724,"55.68364,12.56989",1586.0,99,Sweet Valentine,1361,0,0,0,0,0,0,0,0,0,kbh k
725,725,"55.68938,12.55632",1585.0,2,Mahalle,2200,0,0,0,0,0,0,0,0,0,kbh n
726,726,"55.685738,12.498756",1568.0,2,Sushi Station,2720,0,1,0,0,0,0,0,0,0,andet
727,727,"55.68125,12.47333",1567.0,99,Damhuskanten,,0,0,0,0,0,0,0,0,0,andet
728,728,"55.70204,12.53387",1559.0,99,Favorit Baklavici,2400,0,0,0,0,0,0,0,0,0,valby
729,729,"55.711246,12.564261",1558.0,99,Østergro,2100,0,0,0,0,0,0,0,0,0,kbh ø
730,730,"55.687473,12.573616",1556.0,1,Botanisk Haves Café,1353,0,0,0,0,0,1,0,0,0,kbh k
731,731,"55.696213,12.5435",1555.0,2,Green Buddha,2200,0,0,0,1,0,0,0,0,0,kbh n
732,732,"55.64839,12.554072",1552.0,99,Mille's Minis,2450,0,0,0,0,0,0,0,0,0,kbh sv
733,733,"55.67143,12.55839",1542.0,99,Phailin Thai Kitchen,1955,0,0,0,1,0,0,0,0,0,frb.
734,734,"55.70894,12.52641",1539.0,99,Zorro Pizza,2400,0,0,0,0,0,1,0,1,0,valby
735,735,"55.68838,12.55898",1537.0,1,La Centrale,2200,0,0,0,0,0,0,0,0,0,kbh n
736,736,"55.66943,12.53976",1536.0,1,Rohan Indian Restaurant,1750,0,0,0,0,0,0,1,0,0,kbh v
737,737,"55.67465,12.56565",1527.0,1,Cafe Georg,1620,0,0,0,0,0,0,0,0,0,kbh v
738,738,"55.69077,12.55974",1523.0,2,Quatru Fontane,2200,0,0,0,0,0,0,0,0,0,kbh n
739,739,"55.679405,12.583815",1522.0,99,Joe & The Juice,1069,0,0,0,0,0,0,0,0,0,kbh k
740,740,"55.66753,12.54624",1520.0,99,Restaurant TOLV,1670,0,0,0,0,0,0,0,0,0,kbh v
741,741,"55.656834,12.590699",1500.0,99,Cafe Cheftali,2300,0,0,0,0,1,0,0,0,0,kbh s
742,742,"55.71647,12.53189",1495.0,99,Cafe Bjerget,2400,0,0,0,0,0,0,0,0,0,valby
743,743,"55.66644,12.61258",1492.0,99,Nordisk Brod,2300,0,0,0,0,0,0,0,0,0,kbh s
744,744,"55.70205,12.53242",1491.0,1,Samosa House,2400,0,0,0,0,0,0,0,0,0,valby
745,745,"55.68099,12.579833",1489.0,2,Sjus Bar,,0,0,0,0,0,0,0,0,0,andet
746,746,"55.69983,12.57826",1470.0,1,Reinh. van Hauen Nordre Frihavnsgade,2100,0,0,0,0,0,0,0,0,0,kbh ø
747,747,"55.68513,12.59439",1463.0,99,PancakeQueen,1256,0,0,0,0,0,0,0,0,0,kbh k
748,748,"55.673164,12.596792",1457.0,99,Cafe Månefiskeren,1407,0,0,0,0,0,0,0,0,0,kbh k
749,749,"55.67861,12.57252",1455.0,99,Sandwich Pigen,1159,0,0,0,0,0,0,0,0,0,kbh k
750,750,"55.7031,12.58568",1454.0,1,KaffeLaden,2100,0,0,0,0,0,0,0,0,0,kbh ø
751,751,"55.675476,12.566014",1451.0,99,Joe & the Juice,1620,0,0,0,0,0,0,0,0,0,kbh v
752,752,"55.70832,12.57774",1448.0,99,Kaffestuen,2100,0,0,0,0,0,0,0,0,0,kbh ø
753,753,"55.66654,12.53959",1447.0,1,Dilis,1760,0,0,0,0,0,0,0,0,0,kbh v
754,754,"55.68213,12.57399",1442.0,99,Hos Slagteren,,0,0,0,0,0,0,0,0,0,andet
755,755,"55.68304,12.55016",1440.0,2,Sikhiu Thai Restaurant,1879,0,0,0,0,0,0,0,0,0,frb.
756,756,"55.66524,12.58127",1431.0,99,Da Misto,2300,0,0,0,0,0,1,0,0,0,kbh s
757,757,"55.67465,12.56565",1424.0,99,Joe & the Juice,1630,0,0,0,0,0,0,0,0,0,kbh v
758,758,"55.7031,12.53735",1413.0,2,Lygtens Kro,2400,0,0,0,0,0,0,0,0,0,valby
759,759,"55.673866,12.568508",1403.0,99,restaurant Promenaden,,0,0,0,0,0,0,0,0,0,andet
760,760,"55.69183,12.54576",1396.0,99,Nittiya's Thai Takeaway,,0,0,0,0,0,0,0,0,0,andet
761,761,"55.65654,12.60904",1391.0,2,Thai House Take Away,2300,0,0,0,1,0,0,0,0,0,kbh s
762,762,"55.69306,12.610051",1386.0,99,The Real Greek Reffen,1432,0,0,0,0,0,0,0,0,0,kbh k
763,763,"55.67119,12.59334",1383.0,1,Havnens BBQ,1400,0,0,0,0,0,0,0,0,0,kbh k
764,764,"55.67014,12.53825",1380.0,99,Frede & Vester's,,0,0,0,0,0,0,0,0,0,andet
765,765,"55.66378,12.60081",1377.0,99,The Burger Amager,2300,0,0,0,0,0,0,0,0,0,kbh s
766,766,"55.696407,12.551469",1375.0,2,Veji,2200,0,0,0,0,1,0,0,0,0,kbh n
767,767,"55.6937,12.5501",1369.0,99,Jagger,2200,0,0,0,0,0,0,0,0,0,kbh n
768,768,"55.67306,12.589933",1367.0,1,Kafferiet Christianshavn,1408,0,0,0,0,0,0,0,0,0,kbh k
769,769,"55.682285,12.58021",1366.0,2,Sakura,,0,0,0,0,0,0,0,0,0,andet
770,770,"55.63771,12.54258",1364.0,99,Tutten,2450,0,0,0,0,0,0,0,0,0,kbh sv
771,771,"55.671844,12.591552",1363.0,1,Pizzeria Kanalen,1420,0,0,0,0,0,0,0,0,0,kbh k
772,772,"55.69168,12.558265",1357.0,99,Nino’s pizzaria,,0,0,0,0,0,1,0,0,0,andet
773,773,"55.6795,12.57581",1355.0,99,Grabrodre Kro,1154,0,0,0,0,0,0,0,0,0,kbh k
774,774,"55.73415,12.51504",1354.0,2,Restaurant China Garden,2860,0,0,0,0,0,0,0,0,0,andet
775,775,"55.69987,12.541216",1348.0,2,Vi Mødtes Gennem Ruden,2200,0,0,0,0,0,0,0,0,0,kbh n
776,776,"55.68262,12.5865",1347.0,99,M,1264,0,0,0,0,0,0,0,0,0,kbh k
777,777,"55.65928,12.60616",1346.0,2,Naked Fish,,0,0,0,0,0,0,0,0,0,andet
778,778,"55.69054,12.57564",1342.0,99,Isola di Lampedusa,2100,0,0,0,0,0,1,0,0,0,kbh ø
779,779,"55.703632,12.532738",1335.0,2,Miklagaard Pizza and Pasta,2400,0,0,0,0,0,1,0,0,0,valby
780,780,"55.677746,12.597667",1325.0,99,The Corner,1401,0,0,0,0,0,0,0,0,0,kbh k
781,781,"55.67734,12.57571",1321.0,1,Cafe Grabz,1208,0,0,0,0,0,0,0,0,0,kbh k
782,782,"55.67502,12.580593",1319.0,2,Thai Kacha,,0,0,0,1,0,0,0,0,0,andet
783,783,"55.66518,12.59945",1318.0,99,Nikko Sushi,,0,1,0,0,0,0,0,0,0,andet
784,784,"55.67573,12.56239",1316.0,99,Gasoline Grill,1612,0,0,0,0,0,0,0,0,0,kbh v
785,785,"55.68592,12.55232",1308.0,99,Dupong,2200,0,0,0,0,0,0,0,0,0,kbh n
786,786,"55.66529,12.59925",1302.0,1,Massimo - Italiensk Pizzeria,,1,0,0,0,0,1,0,0,0,andet
787,787,"55.68555,12.5526",1297.0,1,Thai me up,2200,0,0,0,0,0,0,0,0,0,kbh n
788,788,"55.68042,12.56121",1294.0,2,Restaurant G,1600,0,0,0,0,0,0,0,0,0,kbh v
789,789,"55.672,12.59123",1291.0,99,Tino's Pizza,,0,0,0,0,0,0,0,0,0,andet
790,790,"55.67202,12.561912",1290.0,2,Café du Nord,1650,0,0,0,0,0,0,0,0,0,kbh v
791,791,"55.67047,12.55714",1286.0,99,Kaffebaren,1650,0,0,0,0,0,0,0,0,0,kbh v
792,792,"55.69179,12.55797",1285.0,99,The Mudhoney,,0,0,0,0,0,0,0,0,0,andet
793,793,"55.679115,12.579892",1280.0,2,Brasserie Jacobsen ILLUM ROOFTOP,1100,0,0,0,0,0,0,0,0,0,kbh k
794,794,"55.68383,12.587318",1279.0,99,Nozomi,1264,0,1,0,0,0,0,0,0,0,kbh k
795,795,"55.689827,12.558352",1268.0,99,Sund Sult,2200,0,0,0,0,0,0,0,0,0,kbh n
796,796,"55.686,12.55774",1263.0,1,Floras kaffebar,,0,0,0,0,0,0,0,0,0,andet
797,797,"55.681602,12.583653",1260.0,99,Top Brewer,,0,0,0,0,1,0,0,0,0,andet
798,798,"55.64975,12.61255",1259.0,1,Jasmin Rice,2300,0,0,0,0,0,0,0,0,0,kbh s
799,799,"55.68182,12.583315",1249.0,1,dællekatessen,1107,0,0,0,0,0,0,0,0,0,kbh k
800,800,"55.679955,12.587967",1247.0,2,Charlottenborg Cafe,,0,0,0,0,1,0,0,0,0,andet
801,801,"55.67889,12.57003",1244.0,2,Jailhouse Restaurant,1455,0,0,0,0,0,0,0,0,0,kbh k
802,802,"55.691563,12.587506",1241.0,1,Cafe Oslo Plads,2100,0,0,0,0,0,0,0,0,0,kbh ø
803,803,"55.70963,12.57807",1237.0,1,1 DUANG JAI - Thai Restaurant,2100,0,0,0,1,0,0,0,0,0,kbh ø
804,804,"55.690834,12.559839",1236.0,2,Mæxico,2200,0,0,0,0,0,0,0,1,0,kbh n
805,805,"55.64691,12.549851",1224.0,2,Sukuri Sushi,2450,0,1,0,0,0,0,0,0,0,kbh sv
806,806,"55.67352,12.56866",1216.0,2,Mamma Mokka extra,1620,0,0,0,0,1,0,0,0,0,kbh v
807,807,"55.660717,12.562662",1213.0,99,Bryggen 89,1561,0,0,0,0,0,0,0,0,1,kbh v
808,808,"55.66871,12.55662",1212.0,99,Bodega 54 V/Andreas Pfeif,,0,0,0,0,0,0,0,0,0,andet
809,809,"55.68305,12.58684",1209.0,99,Ditto,,0,0,0,0,0,0,0,0,0,andet
810,810,"55.7027,12.583732",1208.0,2,Nordisk Falafel,2100,0,0,0,0,0,0,0,0,0,kbh ø
